Source,Target,edgeID,signal,color
"α-synuclein (1-103) fragment","Parkinson's disease","None","a","#000000"
"α-synuclein (1-103) fragment","TrkB","id81e412ea","i","#000000"
"α-synuclein (1-103) fragment","MAO B","ideda33385","a","#000000"
"BDNF","TrkB","id1610061a","a","#000000"
"TrkB","C/EBP10A𝛽","id6bc4cd45","i","#000000"
"TrkB","AKT 1","id76f5d713","a","#000000"
"TrkB","AKT 2","id76f5d713","a","#000000"
"TrkB","AKT 3","id76f5d713","a","#000000"
"TDP-43","TDP-43 fragment","id1a41e81d","u","#000000"
"TDP-43 fragment","Frontotemporal dementia","bfd5e","a","#000000"
"TDP-43 fragment","Amyotrophic lateral 
sclerosis","bfd5e","a","#000000"
"δ-secretase","δ-secretase","idc8f43ae7","a","#000000"
"δ-secretase","TDP-43 fragment","id1a41e81d","u","#000000"
"δ-secretase","SET fragment","id1e78bfcf","u","#000000"
"δ-secretase","SRPK2 fragment","id27acc3ef","u","#000000"
"δ-secretase","Amyloid-beta","id2960d61b","a","#000000"
"δ-secretase","α-synuclein (1-103) fragment","id5a3c0603","u","#000000"
"δ-secretase","Tau (1-368) fragment","idab054f4f","u","#000000"
"SET","SET fragment","id1e78bfcf","u","#000000"
"SET fragment","Microtubule-associated protein tau","idc229af7c","a","#000000"
"SET fragment","PP2A","ide6e78eda","a","#000000"
"AKT 1","AKT 1","id76f5d713","a","#000000"
"AKT 1","AKT 2","c5066_ecf39_unlabeled","a","#unlabeled"
"AKT 1","AKT 3","a0160_ca487_f8b82_3","a","#nan"
"AKT 1","δ-secretase","idc8f43ae7","a","#000000"
"AKT 2","AKT 1","ecf39_c5066_unlabeled","a","#unlabeled"
"AKT 2","AKT 2","id76f5d713","a","#000000"
"AKT 2","AKT 3","ecf39_c3948_unlabeled","a","#unlabeled"
"AKT 2","δ-secretase","idc8f43ae7","a","#000000"
"AKT 3","AKT 1","a0160_ca487_f8b82_2","a","#nan"
"AKT 3","AKT 2","c3948_ecf39_unlabeled","a","#unlabeled"
"AKT 3","AKT 3","id76f5d713","a","#000000"
"AKT 3","δ-secretase","idc8f43ae7","a","#000000"
"SRPK2","SRPK2 fragment","id27acc3ef","u","#000000"
"SRPK2","δ-secretase","idc8f43ae7","a","#000000"
"APP","Amyloid-beta","id2960d61b","a","#000000"
"Amyloid-beta","LGMN","idf9476c0a","a","#000000"
"Amyloid-beta","Alzheimer's disease","idfa2f844b","a","#000000"
"Dopamine","DOPAL","id446c1dfc","a","#000000"
"DOPAL","δ-secretase","ide84b785d","a","#000000"
"LGMN","Prolegumain","id48dc0e91","a","#000000"
"Prolegumain","δ-secretase","id8e405755","u","#000000"
"STAT1","BACE1","id4bea0ac7","a","#000000"
"BACE1","Amyloid-beta","id763c970c","a","#000000"
"α-synuclein","α-synuclein (1-103) fragment","id5a3c0603","u","#000000"
"Tau (1-368) fragment","TrkB","id685eec5d","i","#000000"
"Tau (1-368) fragment","STAT1","ide02413c7","a","#000000"
"Tau (1-368) fragment","Alzheimer's disease","ef15b","a","#000000"
"C/EBP10A𝛽","LGMN","ida8d8beb","a","#000000"
"MAO B","DOPAL","id446c1dfc","a","#000000"
"Microtubule-associated protein tau","Tau (1-368) fragment","idab054f4f","u","#000000"
"Microtubule-associated protein tau","Microtubule-associated protein tau","idd7e89fb0","a","#000000"
"PP2A","PP2A","ide6e78eda","a","#000000"
"PP2A","Microtubule-associated protein tau","idd7e89fb0","a","#000000"
"Frontotemporal dementia","Amyotrophic lateral 
sclerosis","db869_f22e6_unlabeled","a","#unlabeled"
"Amyotrophic lateral 
sclerosis","Frontotemporal dementia","f22e6_db869_unlabeled","a","#unlabeled"
