,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
0,AKT2,K30UU,bb7e5,627.8425925925912,429.9351851851847,80.0,20.0,#None,Entrez Gene,208,POINT (627.8425925925912 429.9351851851847)
1,AKT3,POZ3T,bb7e5,627.8425925925912,449.9351851851847,80.0,20.0,#None,Entrez Gene,10000,POINT (627.8425925925912 449.9351851851847)
2,CDH11,O9L2A,d9337,568.583333333336,153.5277777777768,80.0,20.0,#None,Entrez Gene,1009,POINT (568.583333333336 153.5277777777768)
3,NGEF,SHWVN,d9337,568.583333333336,173.52777777777683,80.0,20.0,#None,Entrez Gene,25791,POINT (568.583333333336 173.52777777777683)
4,FOS,QWP19,ae9a3,583.3981481481491,685.5185185185177,80.0,20.0,#None,Entrez Gene,2353,POINT (583.3981481481491 685.5185185185177)
5,EPHB1,LOB5Q,c9763,282.9351851851875,151.2592592592597,80.0,20.0,#None,Entrez Gene,2047,POINT (282.9351851851875 151.2592592592597)
6,MMP9,Z0OLH,,197.75000000000213,140.00925925925924,80.0,20.0,#None,Entrez Gene,4318,POINT (197.75000000000213 140.00925925925924)
7,MMP2,JVUNV,,197.7500000000026,120.00925925925924,80.0,20.0,#None,Entrez Gene,4313,POINT (197.7500000000026 120.00925925925924)
8,PIK3CA,AUKL7,cbc4c,721.3611111111084,187.87962962962993,80.0,20.0,#None,Entrez Gene,5290,POINT (721.3611111111084 187.87962962962993)
9,PIK3CB,ZHJVA,cbc4c,721.3611111111084,207.87962962963022,80.0,20.0,#None,Entrez Gene,5291,POINT (721.3611111111084 207.87962962963022)
10,PIK3CD,I0UKA,cbc4c,721.3611111111084,227.87962962963002,80.0,20.0,#None,Entrez Gene,5293,POINT (721.3611111111084 227.87962962963002)
11,PIK3R3,VYM5R,cbc4c,801.2222222222183,187.50925925925947,80.0,20.0,#None,Entrez Gene,8503,POINT (801.2222222222183 187.50925925925947)
12,PIK3R4,V30XP,cbc4c,801.2222222222183,207.50925925925966,80.0,20.0,#None,Entrez Gene,30849,POINT (801.2222222222183 207.50925925925966)
13,PIK3R5,3SI7G,cbc4c,801.2222222222183,227.50925925925947,80.0,20.0,#None,Entrez Gene,23533,POINT (801.2222222222183 227.50925925925947)
14,PIK3R6,A180V,cbc4c,801.2222222222183,247.50925925925912,80.0,20.0,#None,Entrez Gene,146850,POINT (801.2222222222183 247.50925925925912)
15,TIAM1,2YQNJ,d9337,568.583333333336,213.52777777777686,80.0,20.0,#None,Entrez Gene,7074,POINT (568.583333333336 213.52777777777686)
16,TRIO,YOBYV,d9337,568.583333333336,193.52777777777686,80.0,20.0,#None,Entrez Gene,7204,POINT (568.583333333336 193.52777777777686)
17,MMP8,a9aa3,,408.39814814814696,151.4444444444444,80.0,20.0,#None,Entrez Gene,4317,POINT (408.39814814814696 151.4444444444444)
18,TWIST1,aab3c,eca2b,482.51851851852166,607.1388888888896,80.0,20.0,#None,Entrez Gene,7291,POINT (482.51851851852166 607.1388888888896)
19,PIK3CG,aef75,cbc4c,721.3611111111084,247.87962962962968,80.0,20.0,#None,Entrez Gene,5294,POINT (721.3611111111084 247.87962962962968)
20,ARF1,afff5,,405.62037037037464,209.40740740740802,80.0,20.0,#None,Entrez Gene,375,POINT (405.62037037037464 209.40740740740802)
21,RAC1,b4450,d9337,568.583333333336,233.52777777777686,80.0,20.0,#None,Entrez Gene,5879,POINT (568.583333333336 233.52777777777686)
22,PAK1,b4969,a5ac1,441.0370370370387,349.3611111111115,80.0,20.0,#None,Entrez Gene,5058,POINT (441.0370370370387 349.3611111111115)
