S|P|O|S_ID|P_ID|O_ID
TRPC3|participates_in|Platelet calcium homeostasis|http://www.ncbi.nlm.nih.gov/gene/7222|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-418360
Ca2+|participates_in|Platelet calcium homeostasis|http://purl.obolibrary.org/obo/CHEBI_29108|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-418360
PLCB1|participates_in|Presynaptic function of Kainate receptors|http://www.ncbi.nlm.nih.gov/gene/23236|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-500657
PLCB2|participates_in|Presynaptic function of Kainate receptors|http://www.ncbi.nlm.nih.gov/gene/5330|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-500657
PLCB3|participates_in|Presynaptic function of Kainate receptors|http://www.ncbi.nlm.nih.gov/gene/5331|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-500657
valproic acid|interacts with|PLCB1|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/23236
valproic acid|interacts with|PLCB4|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5332
PLCB2|participates_in|Ca2+ pathway|http://www.ncbi.nlm.nih.gov/gene/5330|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-4086398
IP3|participates_in|Ca2+ pathway|http://purl.obolibrary.org/obo/CHEBI_16595|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-4086398
PLCB2|participates_in|Opioid Signalling|http://www.ncbi.nlm.nih.gov/gene/5330|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-111885
DAG|participates_in|Opioid Signalling|http://purl.obolibrary.org/obo/CHEBI_18035|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-111885
