source|target|source_label|target_label|source_id|target_id
RAB3A|Neuron|RAB3A|Neuron|http://www.ncbi.nlm.nih.gov/gene/5864|http://purl.obolibrary.org/obo/CL_0000540
SH3TC2|RAB11B|SH3TC2|RAB11B|http://www.ncbi.nlm.nih.gov/gene/79628|http://www.ncbi.nlm.nih.gov/gene/9230
SH3TC2|RAB25|SH3TC2|RAB25|http://www.ncbi.nlm.nih.gov/gene/79628|http://www.ncbi.nlm.nih.gov/gene/57111
RAB4B|RAB11B|RAB4B|RAB11B|http://www.ncbi.nlm.nih.gov/gene/53916|http://www.ncbi.nlm.nih.gov/gene/9230
RAB4B|RAB25|RAB4B|RAB25|http://www.ncbi.nlm.nih.gov/gene/53916|http://www.ncbi.nlm.nih.gov/gene/57111
RAB11B|RAB25|RAB11B|RAB25|http://www.ncbi.nlm.nih.gov/gene/9230|http://www.ncbi.nlm.nih.gov/gene/57111
GDAP1|MFN2|GDAP1|MFN2|http://www.ncbi.nlm.nih.gov/gene/54332|http://www.ncbi.nlm.nih.gov/gene/9927
FIG4|FIG4|FIG4|FIG4|http://www.ncbi.nlm.nih.gov/gene/9896|http://www.ncbi.nlm.nih.gov/gene/9896
RAB7A|RAB7A|RAB7A|RAB7A|http://www.ncbi.nlm.nih.gov/gene/7879|http://www.ncbi.nlm.nih.gov/gene/7879
SH3TC2|SH3TC2|SH3TC2|SH3TC2|http://www.ncbi.nlm.nih.gov/gene/79628|http://www.ncbi.nlm.nih.gov/gene/79628
SH3TC2|RAB7A|SH3TC2|RAB7A|http://www.ncbi.nlm.nih.gov/gene/79628|http://www.ncbi.nlm.nih.gov/gene/7879
RAB7A|RAB11A|RAB7A|RAB11A|http://www.ncbi.nlm.nih.gov/gene/7879|http://www.ncbi.nlm.nih.gov/gene/8766
RAB7A|RAB4B|RAB7A|RAB4B|http://www.ncbi.nlm.nih.gov/gene/7879|http://www.ncbi.nlm.nih.gov/gene/53916
RAB7A|RAB11B|RAB7A|RAB11B|http://www.ncbi.nlm.nih.gov/gene/7879|http://www.ncbi.nlm.nih.gov/gene/9230
RAB7A|RAB25|RAB7A|RAB25|http://www.ncbi.nlm.nih.gov/gene/7879|http://www.ncbi.nlm.nih.gov/gene/57111
RAB11A|RAB11A|RAB11A|RAB11A|http://www.ncbi.nlm.nih.gov/gene/8766|http://www.ncbi.nlm.nih.gov/gene/8766
