source_node,target_node,num_paths
GRIN2D,GRIN3B,1
TSC2,TSC1,44
Ca 2+,CAMK2B,31
Ca 2+,CAMK4,18
CAMK2B,CAMK4,16
UBE3A,ARC,3
MTOR,EIF4EBP1,12
MTOR,RPS6KB1,13
HRAS,MAPK1,75
MTOR,RPTOR,20
TSC2,GDP,5
NTRK2,HRAS,7
NTRK2,NRAS,5
NTRK2,PIK3CA,4
NTRK2,PIK3CB,3
NTRK2,PIK3CD,3
NTRK2,PIK3R3,3
NTRK2,PIK3R2,3
NTRK2,PIK3R1,6
HRAS,MAPK3,73
rapamycin,MTOR,6
PTEN,AKT1,49
NTRK2,KRAS,15
TSC2,RHEB,17
HRAS,NRAS,122
GRM1,PIK3CD,3
NRAS,MAPK3,66
NRAS,MAPK1,67
AKT2,TSC1,17
AKT2,TSC2,41
AKT2,AKT1,84
AKT2,AKT3,69
AKT1,TSC1,18
AKT1,TSC2,44
AKT1,AKT3,69
KRAS,MAPK1,67
AKT3,TSC1,7
BDNF,NTRK2,5
MAPK3,TSC1,11
MAPK3,TSC2,34
MAPK3,MAPK1,146
MAPK1,TSC1,8
MAPK1,TSC2,31
CACNA1C,Ca 2+,8
GRM1,PIK3CA,6
GRM1,PIK3CB,4
HRAS,KRAS,140
AKT3,TSC2,30
KRAS,MAPK3,70
GRM1,PIK3R3,5
KRAS,NRAS,131
GRM1,PIK3R1,7
PIK3R2,AKT2,43
PIK3CA,AKT2,45
PIK3CA,AKT1,56
PIK3CA,AKT3,40
PIK3CA,PIK3CB,68
PIK3CA,PIK3CD,49
PIK3CA,PIK3R3,53
PIK3CA,PIK3R2,72
PIK3CA,PIK3R1,104
PIK3CB,AKT2,40
PIK3CB,AKT1,45
GRM1,SHANK3,4
PIK3CB,AKT3,33
PIK3CB,PIK3R3,46
PIK3CB,PIK3R2,64
PIK3CB,PIK3R1,64
PIK3CD,AKT2,31
PIK3CD,AKT1,37
PIK3CD,AKT3,31
PIK3CD,PIK3R3,47
PIK3CD,PIK3R2,48
PIK3CD,PIK3R1,51
PIK3R3,AKT2,34
PIK3CB,PIK3CD,48
GRIN1,NRAS,46
PIK3R3,PIK3R2,54
GRIN1,GRIN2D,60
PIK3R2,AKT1,49
PIK3R2,AKT3,37
PIK3R2,PIK3R1,72
PIK3R1,AKT2,45
PIK3R1,AKT1,50
PIK3R1,AKT3,37
HOMER1,PIK3CA,1
HOMER1,PIK3CB,1
HOMER1,PIK3CD,8
HOMER1,PIK3R3,8
HOMER1,PIK3R2,9
HOMER1,PIK3R1,1
HOMER1,SHANK3,4
SHANK3,PIK3CA,4
SHANK3,PIK3CB,4
SHANK3,PIK3CD,3
SHANK3,PIK3R3,3
SHANK3,PIK3R2,3
SHANK3,PIK3R1,3
GRIN1,HRAS,55
GRIN1,KRAS,46
GRM1,PIK3R2,5
PIK3R3,PIK3R1,53
GRM1,HOMER1,5
PIK3R3,AKT3,34
PIK3R3,AKT1,39
PRKAB1,TSC2,19
GRIN1,GRIN2C,58
GRIN2A,HRAS,56
GRIN2A,KRAS,46
GRIN2A,NRAS,47
GRIN2A,GRIN2B,61
GRIN2A,GRIN2D,59
GRIN2A,DLG4,59
GRIN1,DLG4,59
GRIN2A,SYNGAP1,49
GRIN2A,GRIN3A,6
GRIN1,GRIN3A,4
GRIN2A,GRIN2C,58
GRIN2B,KRAS,46
GRIN2B,NRAS,47
GRIN2B,GRIN2D,61
GRIN2B,DLG4,61
GRIN2B,SYNGAP1,53
GRIN2B,GRIN3B,1
GRIN2B,GRIN3A,7
GRIN2A,GRIN3B,15
GRIN2B,GRIN2C,59
GRIN3A,HRAS,6
GRIN2B,HRAS,57
GRIN1,GRIN3B,9
GRIN2D,HRAS,54
GRIN2D,KRAS,46
GRIN2D,GRIN3A,1
GRIN2D,GRIN2C,59
DLG4,HRAS,53
DLG4,KRAS,46
DLG4,NRAS,46
DLG4,SYNGAP1,48
DLG4,GRIN3B,9
GRIN2D,NRAS,47
DLG4,GRIN3A,1
GRIN2D,SYNGAP1,49
SYNGAP1,HRAS,54
SYNGAP1,NRAS,53
SYNGAP1,GRIN3B,6
SYNGAP1,GRIN3A,1
SYNGAP1,GRIN2C,46
GRIN3B,HRAS,1
GRIN3B,KRAS,12
GRIN3B,NRAS,1
GRIN3B,GRIN3A,3
DLG4,GRIN2C,58
GRIN3B,GRIN2C,1
SYNGAP1,KRAS,53
GRIN2D,DLG4,59
GRIN1,SYNGAP1,49
GRIN1,GRIN2A,60
GRIN3A,KRAS,8
PRKAB1,PRKAG3,25
GRIN2C,NRAS,47
RHEB,RPTOR,18
RHEB,GDP,1
RHEB,GTP,5
PRKAA1,TSC1,17
PRKAA1,TSC2,17
PRKAA1,PRKAA2,21
PRKAA1,PRKAB1,21
PRKAA1,PRKAB2,19
GRIN2C,KRAS,46
PRKAA1,PRKAG1,19
PRKAA1,PRKAG3,19
PRKAA2,TSC1,19
PRKAA2,TSC2,19
PRKAA2,PRKAB1,25
PRKAA2,PRKAB2,31
PRKAA2,PRKAG1,26
PRKAA2,PRKAG2,31
PRKAA2,PRKAG3,25
PRKAB1,TSC1,19
GRIN3A,NRAS,4
PRKAA1,PRKAG2,19
GRIN2C,HRAS,54
GRIN1,GRIN2B,64
PRKAB1,PRKAB2,25
PRKAB2,TSC1,19
PRKAB2,TSC2,19
PRKAB2,PRKAG1,26
PRKAB2,PRKAG2,30
PRKAB2,PRKAG3,25
PRKAG1,TSC1,19
PRKAG1,TSC2,19
PRKAG1,PRKAG2,25
PRKAG1,PRKAG3,25
PRKAB1,PRKAG2,25
PRKAG2,TSC1,19
PRKAG2,PRKAG3,25
PRKAG3,TSC1,19
PRKAG3,TSC2,19
NF1,HRAS,65
NF1,KRAS,67
NF1,NRAS,57
GSK3B,TSC1,3
GSK3B,TSC2,26
GTP,GDP,16
PTEN,AKT2,29
PRKAG2,TSC2,19
PRKAB1,PRKAG1,25
GRIN3A,GRIN2C,7
PTEN,AKT3,25
