S|P|O|S_ID|P_ID|O_ID
SOCS2|participates_in|Growth hormone receptor signaling|http://www.ncbi.nlm.nih.gov/gene/8835|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-982772
STAT1|participates_in|Growth hormone receptor signaling|http://www.ncbi.nlm.nih.gov/gene/6772|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-982772
JAK2|participates_in|Growth hormone receptor signaling|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-982772
STAT5B|participates_in|Growth hormone receptor signaling|http://www.ncbi.nlm.nih.gov/gene/6777|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-982772
STAT5A|participates_in|Growth hormone receptor signaling|http://www.ncbi.nlm.nih.gov/gene/6776|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-982772
STAT3|participates_in|Growth hormone receptor signaling|http://www.ncbi.nlm.nih.gov/gene/6774|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-982772
SOCS1|participates_in|Growth hormone receptor signaling|http://www.ncbi.nlm.nih.gov/gene/8651|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-982772
CISH|participates_in|Growth hormone receptor signaling|http://www.ncbi.nlm.nih.gov/gene/1154|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-982772
SOCS3|participates_in|Growth hormone receptor signaling|http://www.ncbi.nlm.nih.gov/gene/9021|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-982772
STAT1|participates_in|Signaling by FGFR1 in disease|http://www.ncbi.nlm.nih.gov/gene/6772|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5655302
KRAS|participates_in|Signaling by FGFR1 in disease|http://www.ncbi.nlm.nih.gov/gene/3845|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5655302
NRAS|participates_in|Signaling by FGFR1 in disease|http://www.ncbi.nlm.nih.gov/gene/4893|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5655302
HRAS|participates_in|Signaling by FGFR1 in disease|http://www.ncbi.nlm.nih.gov/gene/3265|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5655302
STAT1|participates_in|Downstream signal transduction|http://www.ncbi.nlm.nih.gov/gene/6772|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-186763
AKT2|participates_in|Downstream signal transduction|http://www.ncbi.nlm.nih.gov/gene/208|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-186763
AKT3|participates_in|Downstream signal transduction|http://www.ncbi.nlm.nih.gov/gene/10000|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-186763
STAT1|participates_in|Interleukin-4 and Interleukin-13 signaling|http://www.ncbi.nlm.nih.gov/gene/6772|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6785807
AKT1|participates_in|Interleukin-4 and Interleukin-13 signaling|http://www.ncbi.nlm.nih.gov/gene/207|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6785807
STAT1|participates_in|Interleukin-6 signaling|http://www.ncbi.nlm.nih.gov/gene/6772|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1059683
JAK2|participates_in|Interleukin-6 signaling|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1059683
JAK2|participates_in|RAF activation|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5673000
KRAS|participates_in|RAF activation|http://www.ncbi.nlm.nih.gov/gene/3845|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5673000
NRAS|participates_in|RAF activation|http://www.ncbi.nlm.nih.gov/gene/4893|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5673000
HRAS|participates_in|RAF activation|http://www.ncbi.nlm.nih.gov/gene/3265|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5673000
JAK2|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
AKT2|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/208|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
AKT3|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/10000|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
AKT1|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/207|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
JAK2|participates_in|Prolactin receptor signaling|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1170546
STAT5B|participates_in|Prolactin receptor signaling|http://www.ncbi.nlm.nih.gov/gene/6777|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1170546
STAT5A|participates_in|Prolactin receptor signaling|http://www.ncbi.nlm.nih.gov/gene/6776|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1170546
STAT3|participates_in|Interleukin-6 signaling|http://www.ncbi.nlm.nih.gov/gene/6774|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1059683
SOCS1|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/8651|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
STAT1|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/6772|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
JAK2|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
SOCS3|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/9021|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
SOCS3|participates_in|Interleukin-6 signaling|http://www.ncbi.nlm.nih.gov/gene/9021|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1059683
SOCS3|participates_in|PTK6 Activates STAT3|http://www.ncbi.nlm.nih.gov/gene/9021|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-8849474
STAT3|participates_in|PTK6 Activates STAT3|http://www.ncbi.nlm.nih.gov/gene/6774|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-8849474
AKT2|participates_in|PKB-mediated events|http://www.ncbi.nlm.nih.gov/gene/208|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-109703
