source|target|source_label|target_label|source_id|target_id
PAK1|PAK2|PAK1|PAK2|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/5062
LIMD1|LATS1|LIMD1|LATS1|http://www.ncbi.nlm.nih.gov/gene/8994|http://www.ncbi.nlm.nih.gov/gene/9113
MAPK8|LIMD1|MAPK8|LIMD1|http://www.ncbi.nlm.nih.gov/gene/5599|http://www.ncbi.nlm.nih.gov/gene/8994
PAK3|TEAD3|PAK3|TEAD3|http://www.ncbi.nlm.nih.gov/gene/5063|http://www.ncbi.nlm.nih.gov/gene/7005
MAPK8|MAPK9|MAPK8|MAPK9|http://www.ncbi.nlm.nih.gov/gene/5599|http://www.ncbi.nlm.nih.gov/gene/5601
ITGB5|SRC|ITGB5|SRC|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/6714
ITGB5|MAPK8|ITGB5|MAPK8|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5599
ITGB2|TEAD3|ITGB2|TEAD3|http://www.ncbi.nlm.nih.gov/gene/3689|http://www.ncbi.nlm.nih.gov/gene/7005
ITGB5|MAPK9|ITGB5|MAPK9|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5601
ITGB5|PAK1|ITGB5|PAK1|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5058
PAK2|PAK2|PAK2|PAK2|http://www.ncbi.nlm.nih.gov/gene/5062|http://www.ncbi.nlm.nih.gov/gene/5062
ITGB5|PAK2|ITGB5|PAK2|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5062
ITGB5|PAK3|ITGB5|PAK3|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/5063
PAK1|TEAD3|PAK1|TEAD3|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/7005
ITGB5|PAK5|ITGB5|PAK5|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/57144
ITGB5|PAK6|ITGB5|PAK6|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/56924
ITGB5|ITGB6|ITGB5|ITGB6|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3694
MAPK9|LIMD1|MAPK9|LIMD1|http://www.ncbi.nlm.nih.gov/gene/5601|http://www.ncbi.nlm.nih.gov/gene/8994
MAP4K1|LATS1|MAP4K1|LATS1|http://www.ncbi.nlm.nih.gov/gene/11184|http://www.ncbi.nlm.nih.gov/gene/9113
ITGB4|PAK5|ITGB4|PAK5|http://www.ncbi.nlm.nih.gov/gene/3691|http://www.ncbi.nlm.nih.gov/gene/57144
ITGB5|TEAD3|ITGB5|TEAD3|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/7005
ITGB1|MAPK8|ITGB1|MAPK8|http://www.ncbi.nlm.nih.gov/gene/3688|http://www.ncbi.nlm.nih.gov/gene/5599
PAK5|PAK6|PAK5|PAK6|http://www.ncbi.nlm.nih.gov/gene/57144|http://www.ncbi.nlm.nih.gov/gene/56924
PAK3|PAK6|PAK3|PAK6|http://www.ncbi.nlm.nih.gov/gene/5063|http://www.ncbi.nlm.nih.gov/gene/56924
PAK3|PAK5|PAK3|PAK5|http://www.ncbi.nlm.nih.gov/gene/5063|http://www.ncbi.nlm.nih.gov/gene/57144
PAK2|PAK6|PAK2|PAK6|http://www.ncbi.nlm.nih.gov/gene/5062|http://www.ncbi.nlm.nih.gov/gene/56924
ITGB5|ITGB2|ITGB5|ITGB2|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3689
ITGB6|PAK6|ITGB6|PAK6|http://www.ncbi.nlm.nih.gov/gene/3694|http://www.ncbi.nlm.nih.gov/gene/56924
ITGB6|ITGB4|ITGB6|ITGB4|http://www.ncbi.nlm.nih.gov/gene/3694|http://www.ncbi.nlm.nih.gov/gene/3691
ITGB6|ITGB3|ITGB6|ITGB3|http://www.ncbi.nlm.nih.gov/gene/3694|http://www.ncbi.nlm.nih.gov/gene/3690
ITGB6|ITGB2|ITGB6|ITGB2|http://www.ncbi.nlm.nih.gov/gene/3694|http://www.ncbi.nlm.nih.gov/gene/3689
ITGB6|ITGB1|ITGB6|ITGB1|http://www.ncbi.nlm.nih.gov/gene/3694|http://www.ncbi.nlm.nih.gov/gene/3688
PAK6|TEAD3|PAK6|TEAD3|http://www.ncbi.nlm.nih.gov/gene/56924|http://www.ncbi.nlm.nih.gov/gene/7005
ITGB4|SRC|ITGB4|SRC|http://www.ncbi.nlm.nih.gov/gene/3691|http://www.ncbi.nlm.nih.gov/gene/6714
ITGB4|MAPK8|ITGB4|MAPK8|http://www.ncbi.nlm.nih.gov/gene/3691|http://www.ncbi.nlm.nih.gov/gene/5599
ITGB4|MAPK9|ITGB4|MAPK9|http://www.ncbi.nlm.nih.gov/gene/3691|http://www.ncbi.nlm.nih.gov/gene/5601
ITGB1|MAPK9|ITGB1|MAPK9|http://www.ncbi.nlm.nih.gov/gene/3688|http://www.ncbi.nlm.nih.gov/gene/5601
ITGB4|PAK1|ITGB4|PAK1|http://www.ncbi.nlm.nih.gov/gene/3691|http://www.ncbi.nlm.nih.gov/gene/5058
ITGB4|PAK2|ITGB4|PAK2|http://www.ncbi.nlm.nih.gov/gene/3691|http://www.ncbi.nlm.nih.gov/gene/5062
ITGB4|TEAD3|ITGB4|TEAD3|http://www.ncbi.nlm.nih.gov/gene/3691|http://www.ncbi.nlm.nih.gov/gene/7005
ITGB4|PAK3|ITGB4|PAK3|http://www.ncbi.nlm.nih.gov/gene/3691|http://www.ncbi.nlm.nih.gov/gene/5063
ITGB5|ITGB3|ITGB5|ITGB3|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3690
ITGB5|ITGB4|ITGB5|ITGB4|http://www.ncbi.nlm.nih.gov/gene/3693|http://www.ncbi.nlm.nih.gov/gene/3691
PAK1|PAK3|PAK1|PAK3|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/5063
PAK1|PAK5|PAK1|PAK5|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/57144
PAK1|PAK6|PAK1|PAK6|http://www.ncbi.nlm.nih.gov/gene/5058|http://www.ncbi.nlm.nih.gov/gene/56924
PAK2|PAK3|PAK2|PAK3|http://www.ncbi.nlm.nih.gov/gene/5062|http://www.ncbi.nlm.nih.gov/gene/5063
PAK2|PAK5|PAK2|PAK5|http://www.ncbi.nlm.nih.gov/gene/5062|http://www.ncbi.nlm.nih.gov/gene/57144
ITGB3|TEAD3|ITGB3|TEAD3|http://www.ncbi.nlm.nih.gov/gene/3690|http://www.ncbi.nlm.nih.gov/gene/7005
