source_node,target_node,num_paths
Ca 2+,CAMK2B,31
MTOR,RPTOR,21
rapamycin,MTOR,6
NTRK2,HRAS,9
NTRK2,KRAS,17
NTRK2,NRAS,7
NTRK2,PIK3CA,6
NTRK2,PIK3CB,4
NTRK2,PIK3R2,5
MAPK3,TSC1,12
MTOR,RPS6KB1,14
AKT2,AKT3,71
HRAS,MAPK1,76
HRAS,NRAS,124
KRAS,MAPK3,71
KRAS,MAPK1,68
KRAS,NRAS,133
NRAS,MAPK3,67
NRAS,MAPK1,68
AKT2,TSC1,19
AKT2,AKT1,86
NTRK2,PIK3R1,8
HRAS,MAPK3,74
BDNF,NTRK2,7
PIK3CB,PIK3R1,65
PIK3R2,AKT2,45
MAPK1,TSC1,9
CACNA1C,Ca 2+,8
GRM1,PIK3CA,8
GRM1,PIK3CB,5
GRM1,PIK3R2,7
GRM1,PIK3R1,9
AKT3,TSC1,9
GRM1,HOMER1,6
PIK3CA,AKT2,47
PIK3CA,PIK3CB,69
PIK3CA,AKT1,58
PIK3CA,AKT3,42
PIK3CA,PIK3R2,74
PIK3CA,PIK3R1,106
PIK3CB,AKT2,41
PIK3CB,AKT1,46
PIK3CB,AKT3,34
PIK3CB,PIK3R2,65
GRM1,SHANK3,6
AKT1,AKT3,71
AKT1,TSC1,20
MAPK3,MAPK1,147
HRAS,KRAS,142
SYNGAP1,GRIN3B,1
PIK3R1,AKT1,52
PIK3R1,AKT3,39
HOMER1,PIK3CA,2
HOMER1,PIK3CB,2
HOMER1,PIK3R2,1
HOMER1,PIK3R1,1
HOMER1,SHANK3,5
SHANK3,PIK3CA,6
SHANK3,PIK3CB,5
PIK3R2,PIK3R1,74
GRIN2A,HRAS,58
GRIN2A,KRAS,48
GRIN1,KRAS,48
GRIN1,NRAS,48
GRIN1,GRIN2A,62
GRIN1,GRIN2B,66
GRIN1,GRIN2D,62
GRIN1,SYNGAP1,51
GRIN1,GRIN3B,1
GRIN1,GRIN3A,1
GRIN1,GRIN2C,59
SHANK3,PIK3R1,5
SHANK3,PIK3R2,5
GRIN2A,NRAS,49
PIK3R2,AKT3,39
GRIN2B,GRIN2C,60
PIK3R1,AKT2,47
GRIN2A,SYNGAP1,51
GRIN2A,GRIN3B,1
GRIN2A,GRIN3A,1
GRIN2A,GRIN2C,59
GRIN2B,HRAS,59
GRIN2B,KRAS,48
GRIN2B,NRAS,49
GRIN2B,GRIN2D,63
GRIN2B,SYNGAP1,55
GRIN2A,GRIN2B,63
GRIN2A,GRIN2D,61
GRIN2B,GRIN3B,2
GRIN2D,HRAS,56
GRIN2D,KRAS,48
GRIN2D,NRAS,49
GRIN2D,SYNGAP1,51
GRIN2D,GRIN3B,2
GRIN2D,GRIN3A,2
GRIN2D,GRIN2C,60
SYNGAP1,HRAS,56
SYNGAP1,KRAS,55
GRIN2B,GRIN3A,1
SYNGAP1,GRIN3A,2
PIK3R2,AKT1,51
GRIN3B,HRAS,2
GSK3B,RHEB,4
GRIN3B,KRAS,1
GRIN3B,NRAS,2
GRIN3B,GRIN3A,1
GRIN3B,GRIN2C,2
GRIN3A,HRAS,1
GRIN3A,KRAS,1
GRIN3A,NRAS,1
GRIN3A,GRIN2C,1
GRIN2C,HRAS,55
GRIN2C,KRAS,47
RHEB,RPTOR,19
RHEB,GDP,1
RHEB,GTP,5
PRKAA2,TSC1,20
PRKAA2,PRKAB1,26
PRKAA2,PRKAB2,32
PRKAA2,PRKAG1,27
PRKAA2,PRKAG2,32
PRKAB1,PRKAB2,26
PRKAB1,PRKAG1,26
PRKAB1,PRKAG2,26
NF1,KRAS,69
PRKAB2,TSC1,20
PRKAB2,PRKAG1,27
PRKAB2,PRKAG2,31
PRKAB2,PRKAG3,26
PRKAG1,TSC1,20
PRKAG1,PRKAG2,26
PRKAG1,PRKAG3,26
PRKAG2,TSC1,21
PRKAG2,PRKAG3,26
PRKAG3,TSC1,20
PRKAB1,PRKAG3,26
NF1,NRAS,59
GSK3B,TSC1,4
GTP,GDP,16
PTEN,AKT2,31
PTEN,AKT1,51
PTEN,AKT3,27
HOMER1,AKT2,1
HOMER1,AKT1,2
HOMER1,AKT3,1
NF1,HRAS,67
PRKAA2,PRKAG3,26
GRIN2C,NRAS,48
PRKAB1,TSC1,20
SHANK3,AKT2,3
GRM1,AKT1,8
GRM1,AKT3,5
AKT2,RHEB,16
AKT2,GDP,12
PRKAG1,RHEB,18
NTRK2,AKT3,5
PRKAG1,GDP,5
GSK3B,GDP,5
AKT1,RHEB,15
AKT1,GDP,13
PRKAB1,RHEB,18
PRKAB1,GDP,5
MAPK3,RHEB,10
MAPK3,GDP,10
PRKAG2,RHEB,18
PRKAG2,GDP,7
SHANK3,AKT3,3
GRM1,AKT2,5
SYNGAP1,NRAS,55
NTRK2,AKT1,9
TSC1,GDP,4
SYNGAP1,GRIN2C,47
SHANK3,AKT1,3
PRKAA2,RHEB,18
PRKAA2,GDP,7
AKT3,RHEB,6
AKT3,GDP,11
PRKAB2,RHEB,18
PRKAB2,GDP,7
MAPK1,RHEB,9
MAPK1,GDP,15
NTRK2,AKT2,6
PRKAG3,GDP,5
PRKAG3,RHEB,18
TSC1,RHEB,18
GRIN1,HRAS,57
