,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
0,CXCL10,1OT5Z,bef65,254.61897500000026,372.0237187500003,80.0,20.0,#None,Entrez Gene,3627,POINT (254.61897500000026 372.0237187500003)
1,STK3,JB7FB,ffd38,254.61897499999992,202.56898750000002,80.0,20.0,#None,Entrez Gene,6788,POINT (254.61897499999992 202.56898750000002)
2,STK38L,GP8ZI,ebe73,428.43636874999913,363.45600624999975,80.0,20.0,#None,Entrez Gene,23012,POINT (428.43636874999913 363.45600624999975)
3,SAV1,YWDD1,ffd38,254.6189749999999,222.56898750000002,80.0,20.0,#None,Entrez Gene,60485,POINT (254.6189749999999 222.56898750000002)
4,LATS1,aa29f,bef65,254.61897500000026,332.02371875000017,80.0,20.0,#None,Entrez Gene,9113,POINT (254.61897500000026 332.02371875000017)
5,YAP1,b35b7,ad94b,254.9474625000001,475.4534562499999,80.0,20.0,#None,Entrez Gene,10413,POINT (254.9474625000001 475.4534562499999)
6,MINK1,b53dc,cd89f,427.8582000000004,233.70568750000007,90.0,25.0,#None,Ensembl,ENSG00000141503,POINT (427.8582000000004 233.70568750000007)
7,TNIK,b6b36,cd89f,427.85820000000064,258.70568749999995,90.0,25.0,#None,Ensembl,ENSG00000154310,POINT (427.85820000000064 258.70568749999995)
8,NF2,be616,,316.60979375,78.91583750000004,80.0,20.0,#None,Entrez Gene,4771,POINT (316.60979375 78.91583750000004)
9,LATS2,d1ea6,bef65,254.61897500000026,352.0237187500002,80.0,20.0,#None,Entrez Gene,26524,POINT (254.61897500000026 352.0237187500002)
10,NDRG1,d5618,ebe73,428.43636874999913,343.4560062499999,80.0,20.0,#None,Entrez Gene,10397,POINT (428.43636874999913 343.4560062499999)
11,RASSF1,d67aa,,167.7398625,81.43891874999997,90.0,25.0,#None,Ensembl,ENSG00000068028,POINT (167.7398625 81.43891874999997)
12,WWTR1,d8894,ad94b,254.9474625000001,496.6689625,80.0,20.0,#None,Entrez Gene,25937,POINT (254.9474625000001 496.6689625)
13,STK4,dfe5e,ffd38,254.61897499999992,182.56898750000002,80.0,20.0,#None,Entrez Gene,4485,POINT (254.61897499999992 182.56898750000002)
14,MAP4K1,e2a36,cd89f,427.8582000000004,133.7056875,90.0,25.0,#None,Ensembl,ENSG00000104814,POINT (427.8582000000004 133.7056875)
15,MAP4K2,e92b1,cd89f,427.8582000000004,158.7056875,90.0,25.0,#None,Ensembl,ENSG00000168067,POINT (427.8582000000004 158.7056875)
16,MAP4K4,efcc3,cd89f,427.8582000000004,208.70568750000007,90.0,25.0,#None,Ensembl,ENSG00000071054,POINT (427.8582000000004 208.70568750000007)
17,14-3-3,f17a4,e7000,163.94746250000014,648.4534562499998,88.0,20.0,#None,Pfam,PF00244,POINT (163.94746250000014 648.4534562499998)
18,MAP4K3,f7315,cd89f,427.8582000000004,183.70568750000004,90.0,25.0,#None,Ensembl,ENSG00000011566,POINT (427.8582000000004 183.70568750000004)
19,TEAD1,f97b8,a4eab,610.1841374999999,591.9515437499996,90.0,25.0,#None,Ensembl,ENSG00000187079,POINT (610.1841374999999 591.9515437499996)
20,TEAD2,a4e8f,a4eab,610.1841374999999,616.9515437499996,90.0,25.0,#None,Ensembl,ENSG00000074219,POINT (610.1841374999999 616.9515437499996)
21,TEAD3,b5e0d,a4eab,610.1841374999999,641.9515437499995,90.0,25.0,#None,Ensembl,ENSG00000007866,POINT (610.1841374999999 641.9515437499995)
22,TEAD4,a3b77,a4eab,610.1841374999999,666.9515437499995,90.0,25.0,#None,Ensembl,ENSG00000197905,POINT (610.1841374999999 666.9515437499995)
23,YAP1,c609d,e7000,163.94746250000014,608.4534562499998,88.0,20.0,#None,Entrez Gene,10413,POINT (163.94746250000014 608.4534562499998)
24,WWTR1,c5899,e7000,163.94746250000014,628.4534562499998,88.0,20.0,#None,Entrez Gene,25937,POINT (163.94746250000014 628.4534562499998)
25,YAP1,e573a,a4eab,508.94746250000014,611.4534562499998,80.0,20.0,#None,Entrez Gene,10413,POINT (508.94746250000014 611.4534562499998)
26,WWTR1,eda0f,a4eab,508.94746250000014,632.6689625,80.0,20.0,#None,Entrez Gene,25937,POINT (508.94746250000014 632.6689625)
