source_node,target_node,num_paths
AKT1,Rab43,4
B-Raf,ERK 2,78
Smad7,AKT1,6
Smad7,AKT2,5
Smad7,AKT3,5
CaM,CRTC2,9
PI3K,AKT2,133
TGFB1,TGFB1R,27
AKT2,Rab43,3
AKT2,FOXO1,30
AKT2,AKT3,71
AKT3,Rab43,3
AKT1,AKT3,71
AKT3,FOXO1,30
K-Ras,Rasf1a,5
TGFB1R,Smad7,12
K-Ras,B-Raf,83
T3,ERK 2,1
T3,T4,3
ERK 1,FOXO1,28
CDK2,FOXM1,6
IR,K-Ras,19
AKT1,AKT2,86
AKT1,FOXO1,35
ERK 2,FOXO1,27
CDK4,FOXM1,5
B-Raf,ERK 1,73
T3,ERK 1,3
CRTC2,FOXM1,1
CRTC2,CDK4,1
Rasf1a,PI3K,3
VEGFR-1,AKT1,7
CaM,Pdx1,6
CaM,PI3K,37
CaM,AKT1,647
CaM,AKT2,634
CaM,cMyc,233
CaM,CDK4,27
Rab43,PI3K,2
EZH2,PI3K,7
Pdx1,FOXM1,1
Insulin,IR,33
IGF-1,IGF-1R,13
IGF-1R,K-Ras,10
VEGFR-1,AKT2,5
cMyc,FOXM1,5
VEGFR-1,AKT3,3
FOXO1,Pdx1,5
PLGF,VEGFR-1,6
Ca2+,CaM,1
Pdx1,CRTC2,1
PI3K,AKT3,112
CRTC2,PI3K,216
CRTC2,cMyc,1
CRTC2,CDK2,1
CaM,CDK2,124
Pref-1,ERK 1,3
cMyc,CDK2,12
cMyc,CDK4,15
PDGFa,K-Ras,59
EZH2,Rab43,1
EZH2,CDK4,10
EZH2,AKT3,4
EZH2,cMyc,9
EZH2,Rasf1a,2
EZH2,AKT2,5
EZH2,AKT1,7
EZH2,CDK2,5
EZH2,Pdx1,3
EZH2,CRTC2,1
EZH2,FOXM1,3
AKT3,CDK2,14
Rab43,CDK4,1
Rab43,Rasf1a,1
Rab43,CDK2,1
Rab43,Pdx1,1
Rab43,CRTC2,1
Rab43,FOXM1,1
CDK4,AKT3,9
CDK4,Rasf1a,3
CDK4,AKT2,9
CDK4,AKT1,12
CDK4,Pdx1,3
AKT3,cMyc,13
AKT3,Rasf1a,2
CaM,FOXM1,10
CDK2,CDK4,17
ERK 2,EZH2,5
CDK2,Pdx1,1
ERK 1,ERK 2,147
ERK 1,EZH2,7
PI3K,AKT1,155
AKT3,Pdx1,5
AKT3,CRTC2,1
AKT3,FOXM1,3
cMyc,Rasf1a,10
cMyc,AKT2,17
cMyc,AKT1,26
cMyc,Pdx1,3
Rasf1a,AKT2,2
Rasf1a,AKT1,3
Rasf1a,CDK2,1
Rasf1a,Pdx1,2
Rasf1a,CRTC2,1
Rasf1a,FOXM1,3
AKT2,CDK2,14
AKT2,Pdx1,6
AKT2,CRTC2,1
AKT2,FOXM1,6
AKT1,CDK2,15
AKT1,Pdx1,5
AKT1,CRTC2,1
AKT1,FOXM1,5
Rab43,cMyc,4
Pref-1,ERK 2,3
