source|target|source_label|target_label|source_id|target_id
STAT3|STAT3|STAT3|STAT3|http://www.ncbi.nlm.nih.gov/gene/6774|http://www.ncbi.nlm.nih.gov/gene/6774
IFNAR1|IFNAR2|IFNAR1|IFNAR2|http://www.ncbi.nlm.nih.gov/gene/3454|http://www.ncbi.nlm.nih.gov/gene/3455
IFNAR2|JAK1|IFNAR2|JAK1|http://www.ncbi.nlm.nih.gov/gene/3455|http://www.ncbi.nlm.nih.gov/gene/3716
IFNAR2|TYK2|IFNAR2|TYK2|http://www.ncbi.nlm.nih.gov/gene/3455|http://www.ncbi.nlm.nih.gov/gene/7297
IFNGR2|JAK1|IFNGR2|JAK1|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/3716
IFNGR2|JAK2|IFNGR2|JAK2|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/3717
IFNGR2|TYK2|IFNGR2|TYK2|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/7297
IL10RA|JAK1|IL10RA|JAK1|http://www.ncbi.nlm.nih.gov/gene/3587|http://www.ncbi.nlm.nih.gov/gene/3716
IL10RB|IL10RB|IL10RB|IL10RB|http://www.ncbi.nlm.nih.gov/gene/3588|http://www.ncbi.nlm.nih.gov/gene/3588
IL10RA|IL10RA|IL10RA|IL10RA|http://www.ncbi.nlm.nih.gov/gene/3587|http://www.ncbi.nlm.nih.gov/gene/3587
IL10RA|JAK2|IL10RA|JAK2|http://www.ncbi.nlm.nih.gov/gene/3587|http://www.ncbi.nlm.nih.gov/gene/3717
IFNAR1|JAK1|IFNAR1|JAK1|http://www.ncbi.nlm.nih.gov/gene/3454|http://www.ncbi.nlm.nih.gov/gene/3716
IL10RA|TYK2|IL10RA|TYK2|http://www.ncbi.nlm.nih.gov/gene/3587|http://www.ncbi.nlm.nih.gov/gene/7297
IL10RA|IL10RB|IL10RA|IL10RB|http://www.ncbi.nlm.nih.gov/gene/3587|http://www.ncbi.nlm.nih.gov/gene/3588
IL10RB|JAK2|IL10RB|JAK2|http://www.ncbi.nlm.nih.gov/gene/3588|http://www.ncbi.nlm.nih.gov/gene/3717
IL10RB|TYK2|IL10RB|TYK2|http://www.ncbi.nlm.nih.gov/gene/3588|http://www.ncbi.nlm.nih.gov/gene/7297
IL10RB|IFNLR1|IL10RB|IFNLR1|http://www.ncbi.nlm.nih.gov/gene/3588|http://www.ncbi.nlm.nih.gov/gene/163702
IL10RB|IL22RA1|IL10RB|IL22RA1|http://www.ncbi.nlm.nih.gov/gene/3588|http://www.ncbi.nlm.nih.gov/gene/58985
IL20RA|JAK1|IL20RA|JAK1|http://www.ncbi.nlm.nih.gov/gene/53832|http://www.ncbi.nlm.nih.gov/gene/3716
IL20RA|JAK2|IL20RA|JAK2|http://www.ncbi.nlm.nih.gov/gene/53832|http://www.ncbi.nlm.nih.gov/gene/3717
IL20RA|TYK2|IL20RA|TYK2|http://www.ncbi.nlm.nih.gov/gene/53832|http://www.ncbi.nlm.nih.gov/gene/7297
IL22RA1|JAK1|IL22RA1|JAK1|http://www.ncbi.nlm.nih.gov/gene/58985|http://www.ncbi.nlm.nih.gov/gene/3716
IL22RA1|JAK2|IL22RA1|JAK2|http://www.ncbi.nlm.nih.gov/gene/58985|http://www.ncbi.nlm.nih.gov/gene/3717
IL21R|JAK3|IL21R|JAK3|http://www.ncbi.nlm.nih.gov/gene/50615|http://www.ncbi.nlm.nih.gov/gene/3718
IL22RA1|TYK2|IL22RA1|TYK2|http://www.ncbi.nlm.nih.gov/gene/58985|http://www.ncbi.nlm.nih.gov/gene/7297
IL6ST|IL6ST|IL6ST|IL6ST|http://www.ncbi.nlm.nih.gov/gene/3572|http://www.ncbi.nlm.nih.gov/gene/3572
