,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
0,"Lymphocyte motility, migration,
thymic egress",acbb6,,246.09852397607202,1042.1558832414298,210.05917159763317,49.4822485207103,#14961e,Unknown,"Lymphocyte motility, migration,
thymic egress",POINT (246.09852397607202 1042.1558832414298)
1,integrins,e98cf,d4c69,850.5961309262287,1021.7315945938516,80.0,25.0,#None,Pfam,PF08441,POINT (850.5961309262287 1021.7315945938516)
2,YAP,f848f,f4781,706.3409923415212,491.59679242745125,80.0,20.0,#None,Entrez Gene,10413,POINT (706.3409923415212 491.59679242745125)
3,YWHAQ,a4e9b,f4781,626.3409923415213,491.5967924274515,80.0,20.0,#None,Entrez Gene,10971,POINT (626.3409923415213 491.5967924274515)
4,TAZ,fbbde,f4781,706.3409923415211,511.5967924274518,80.0,20.0,#None,Entrez Gene,6901,POINT (706.3409923415211 511.5967924274518)
5,YAP1,ce542,cd49a,489.06617118781355,593.8045159929761,80.0,20.0,#None,Entrez Gene,10413,POINT (489.06617118781355 593.8045159929761)
6,TAZ,DR5D2,cd49a,569.0661711878124,593.8045159929761,80.0,20.0,#None,Entrez Gene,6901,POINT (569.0661711878124 593.8045159929761)
7,LATS1,dd592,f8083,706.3418725422263,396.32780025249895,80.0,20.0,#None,Entrez Gene,9113,POINT (706.3418725422263 396.32780025249895)
8,LATS2,c3612,f8083,706.3418725422265,416.32780025249895,80.0,20.0,#None,Entrez Gene,26524,POINT (706.3418725422265 416.32780025249895)
9,MOB1,eae91,f8083,626.3418725422262,396.327800252499,80.0,20.0,#None,Entrez Gene,55233,POINT (626.3418725422262 396.327800252499)
10,MST1,f0edb,be6bf,706.1934316223314,288.2715640202553,80.0,20.0,#None,Entrez Gene,4485,POINT (706.1934316223314 288.2715640202553)
11,MST2,de693,be6bf,706.1934316223314,308.2715640202553,80.0,20.0,#None,Entrez Gene,6788,POINT (706.1934316223314 308.2715640202553)
12,SAV1,bbe45,be6bf,626.1934316223314,288.27156402025537,80.0,20.0,#None,Entrez Gene,60485,POINT (626.1934316223314 288.27156402025537)
13,MOB1,ae748,f7dd5,861.3012252794712,379.4824986823279,80.0,20.0,#None,Entrez Gene,55233,POINT (861.3012252794712 379.4824986823279)
14,NDR1,e207a,f7dd5,941.3012252794712,379.4824986823279,80.0,20.0,#None,Entrez Gene,10397,POINT (941.3012252794712 379.4824986823279)
15,NDR2,d1e8d,f7dd5,941.3012252794712,399.4824986823279,80.0,20.0,#None,Entrez Gene,23012,POINT (941.3012252794712 399.4824986823279)
16,MST1,fde07,db70f,959.3661858580772,462.65519283308765,80.0,20.0,#None,Entrez Gene,4485,POINT (959.3661858580772 462.65519283308765)
17,MST2,f2efc,db70f,959.3661858580772,482.65519283308765,80.0,20.0,#None,Entrez Gene,6788,POINT (959.3661858580772 482.65519283308765)
18,FOXO6,b6f92,db70f,873.5877002234731,520.8369592224059,80.0,20.0,#None,Entrez Gene,100132074,POINT (873.5877002234731 520.8369592224059)
19,FOXO4,f3adf,db70f,873.5877002234731,500.8369592224057,80.0,20.0,#None,Entrez Gene,4303,POINT (873.5877002234731 500.8369592224057)
20,FOXO1,f7423,db70f,873.5877002234731,460.83695922240554,80.0,20.0,#None,Entrez Gene,2308,POINT (873.5877002234731 460.83695922240554)
21,FOXO3,e4707,db70f,873.5877002234731,480.8369592224054,80.0,20.0,#None,Entrez Gene,2309,POINT (873.5877002234731 480.8369592224054)
22,FOXP3,a56f3,db70f,959.3661858580772,507.8499980278931,80.0,20.0,#None,Entrez Gene,50943,POINT (959.3661858580772 507.8499980278931)
23,FOXP3,cd07c,,878.272846897789,629.8381108143191,80.0,20.0,#None,Entrez Gene,50943,POINT (878.272846897789 629.8381108143191)
24,TEAD1,b676f,cd49a,489.05893677994413,618.3747083042005,80.0,20.0,#None,Entrez Gene,7003,POINT (489.05893677994413 618.3747083042005)
25,MST1,eb8f6,fe97d,694.9799519029485,220.06882448384613,80.0,20.0,#None,Entrez Gene,4485,POINT (694.9799519029485 220.06882448384613)
26,MST2,a96ce,fe97d,694.9799519029486,240.06882448384613,80.0,20.0,#None,Entrez Gene,6788,POINT (694.9799519029486 240.06882448384613)
27,RAP,d27af,e5a08,481.75369673151397,150.58959595964944,80.0,20.0,#None,Entrez Gene,83593,POINT (481.75369673151397 150.58959595964944)
28,RAPL,f11e5,e5a08,481.75369673151374,170.58959595964944,80.0,20.0,#None,Entrez Gene,83593,POINT (481.75369673151374 170.58959595964944)
29,Rac1,eb6ec,e5a08,481.75369673151397,190.5895959596495,80.0,20.0,#None,Entrez Gene,5879,POINT (481.75369673151397 190.5895959596495)
30,RAP,ec430,fe97d,612.7700071515674,197.8588797324649,80.0,20.0,#None,Entrez Gene,83593,POINT (612.7700071515674 197.8588797324649)
31,RAPL,d4e5c,fe97d,612.7700071515673,217.85887973246489,80.0,20.0,#None,Entrez Gene,83593,POINT (612.7700071515673 217.85887973246489)
32,Rac1,e7063,fe97d,612.7700071515674,237.8588797324649,80.0,20.0,#None,Entrez Gene,5879,POINT (612.7700071515674 237.8588797324649)
33,Kindlin-3,a372a,,1216.7320079980298,278.45545124563347,80.0,20.0,#None,Entrez Gene,83706,POINT (1216.7320079980298 278.45545124563347)
34,Kindlin-3,f5233,e2397,1063.6349352962807,150.11119581722008,80.0,20.0,#None,Entrez Gene,83706,POINT (1063.6349352962807 150.11119581722008)
35,SKAP,c0dfd,fe97d,777.1898966543298,197.8588797324649,80.0,20.0,#None,Entrez Gene,90417,POINT (777.1898966543298 197.8588797324649)
36,ADAP,aca8b,fe97d,777.1898966543298,217.85887973246489,80.0,20.0,#None,Entrez Gene,2533,POINT (777.1898966543298 217.85887973246489)
37,MST1,de7c9,,1036.807535899434,231.06087642839964,80.0,20.0,#None,Entrez Gene,4485,POINT (1036.807535899434 231.06087642839964)
38,MST2,da5ea,,1036.807535899434,251.06087642839964,80.0,20.0,#None,Entrez Gene,6788,POINT (1036.807535899434 251.06087642839964)
39,RAB13,BSQ0U,,952.7941731580961,231.06087642839964,80.0,20.0,#None,Entrez Gene,5872,POINT (952.7941731580961 231.06087642839964)
40,Blimp1,e3dd8,,300.2006690898336,632.9579982178584,80.0,20.0,#None,Entrez Gene,639,POINT (300.2006690898336 632.9579982178584)
41,RAB13,TURVO,f5459,535.5574917333984,761.6191101266497,80.0,20.0,#None,Entrez Gene,5872,POINT (535.5574917333984 761.6191101266497)
42,RAP1,fb88b,f5459,535.5574917333984,781.6191101266502,80.0,20.0,#None,Entrez Gene,5906,POINT (535.5574917333984 781.6191101266502)
43,RAPL,d5319,f5459,535.5574917333984,801.6191101266506,80.0,20.0,#None,Entrez Gene,83593,POINT (535.5574917333984 801.6191101266506)
44,SKAP,ab676,f5459,535.5574917333984,821.6191101266511,80.0,20.0,#None,Entrez Gene,90417,POINT (535.5574917333984 821.6191101266511)
45,RAP1,dbcb1,ab3ef,246.09852397607202,903.8530558051381,80.0,20.0,#None,Entrez Gene,5906,POINT (246.09852397607202 903.8530558051381)
46,RAPL,f26ae,ab3ef,246.09852397607202,923.8530558051378,80.0,20.0,#None,Entrez Gene,83593,POINT (246.09852397607202 923.8530558051378)
47,RHOA,VPQU3,ab3ef,246.09852397607202,963.8530558051375,80.0,20.0,#None,Entrez Gene,387,POINT (246.09852397607202 963.8530558051375)
48,CCR7,O16BW,ab3ef,246.09852397607202,983.8530558051376,80.0,20.0,#None,Entrez Gene,1236,POINT (246.09852397607202 983.8530558051376)
49,CD19,bfaf0,a59ca,535.5574917333984,1040.746476383567,80.0,20.0,#None,Entrez Gene,930,POINT (535.5574917333984 1040.746476383567)
50,BLIMP1,f3a87,d99fa,850.5961309262287,758.6733116444713,80.0,20.0,#None,Entrez Gene,639,POINT (850.5961309262287 758.6733116444713)
51,RHOA,I1U8O,d98af,1150.0125621888672,963.2537545172358,80.0,20.0,#None,Entrez Gene,387,POINT (1150.0125621888672 963.2537545172358)
52,FOXO6,f514b,d98af,1150.0125621888672,1043.2537545172374,80.0,20.0,#None,Entrez Gene,100132074,POINT (1150.0125621888672 1043.2537545172374)
53,FOXO4,ac835,d98af,1150.0125621888672,1023.2537545172371,80.0,20.0,#None,Entrez Gene,4303,POINT (1150.0125621888672 1023.2537545172371)
54,FOXO1,a8207,d98af,1150.0125621888672,983.253754517236,80.0,20.0,#None,Entrez Gene,2308,POINT (1150.0125621888672 983.253754517236)
55,FOXO3,dc0f0,d98af,1150.0125621888672,1003.253754517237,80.0,20.0,#None,Entrez Gene,2309,POINT (1150.0125621888672 1003.253754517237)
56,NORE1B,d023e,fbcd4,1150.0125621888672,746.6982848545039,80.0,20.0,#None,Entrez Gene,83593,POINT (1150.0125621888672 746.6982848545039)
57,FOXO6,a0b2b,fbcd4,1150.0125621888672,826.6982848545041,80.0,20.0,#None,Entrez Gene,100132074,POINT (1150.0125621888672 826.6982848545041)
58,FOXO4,ef608,fbcd4,1150.0125621888672,806.6982848545036,80.0,20.0,#None,Entrez Gene,4303,POINT (1150.0125621888672 806.6982848545036)
59,FOXO1,d8e6c,fbcd4,1150.0125621888672,766.6982848545038,80.0,20.0,#None,Entrez Gene,2308,POINT (1150.0125621888672 766.6982848545038)
60,FOXO3,da680,fbcd4,1150.0125621888672,786.6982848545036,80.0,20.0,#None,Entrez Gene,2309,POINT (1150.0125621888672 786.6982848545036)
61,miR-21,f272a,fbcd4,1150.0125621888672,846.6982848545041,80.0,20.0,#None,Entrez Gene,406991,POINT (1150.0125621888672 846.6982848545041)
62,LATS1,b1b6f,fbcd4,1150.0125621888672,866.6982848545041,80.0,20.0,#None,Entrez Gene,9113,POINT (1150.0125621888672 866.6982848545041)
63,LPL,ffd86,b3419,535.5574917333984,937.1678413754255,80.0,20.0,#None,Entrez Gene,4023,POINT (535.5574917333984 937.1678413754255)
64,FOXO1,a2eea,fcd5a,246.09852397607202,756.7000557686856,80.0,20.0,#None,Entrez Gene,2308,POINT (246.09852397607202 756.7000557686856)
65,FOXO3,d1915,fcd5a,246.09852397607202,776.7000557686857,80.0,20.0,#None,Entrez Gene,2309,POINT (246.09852397607202 776.7000557686857)
66,p38MAPK,b21e4,fcd5a,246.09852397607202,816.7000557686858,80.0,20.0,#None,Entrez Gene,1432,POINT (246.09852397607202 816.7000557686858)
67,Kindlin-3,a4824,f54ba,850.5961309262287,875.0125031675447,80.0,20.0,#None,Entrez Gene,83706,POINT (850.5961309262287 875.0125031675447)
68,RHOA,BIFJH,d4c69,850.5961309262287,999.2315945938509,80.0,20.0,#None,Entrez Gene,387,POINT (850.5961309262287 999.2315945938509)
