S|P|O|S_ID|P_ID|O_ID
mitogen-activated protein kinase 1|subClassOf|MAPK|http://purl.obolibrary.org/obo/PR_000000103|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/PR_000000019
mitogen-activated protein kinase 1 (human)|subClassOf|mitogen-activated protein kinase 1|http://purl.obolibrary.org/obo/PR_P28482|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/PR_000000103
mitogen-activated protein kinase 1 (human)|participates_in|MyD88 dependent cascade initiated on endosome|http://purl.obolibrary.org/obo/PR_P28482|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-975155
CREB1|participates_in|MyD88 dependent cascade initiated on endosome|http://www.ncbi.nlm.nih.gov/gene/1385|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-975155
aflatoxin B1|interacts with|AP2B1|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/163
aflatoxin B1|interacts with|GABRP|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2568
aflatoxin B1|interacts with|GABRE|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2564
aflatoxin B1|is substance that treats|Hepatocellular carcinoma|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0001402
GABRD|causes or contributes to condition|Hepatocellular carcinoma|http://www.ncbi.nlm.nih.gov/gene/2563|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0001402
AP2B1|participates_in|Neurotransmitter receptors and postsynaptic signal transmission|http://www.ncbi.nlm.nih.gov/gene/163|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112314
GABRG3|participates_in|Neurotransmitter receptors and postsynaptic signal transmission|http://www.ncbi.nlm.nih.gov/gene/2567|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112314
GABRG2|participates_in|Neurotransmitter receptors and postsynaptic signal transmission|http://www.ncbi.nlm.nih.gov/gene/2566|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112314
