,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
0,TEAD1,REC5W,f29cb,119.1424999999999,166.2575000000002,90.00000000000004,25.00000000000002,#None,Entrez Gene,7003,POINT (119.1424999999999 166.2575000000002)
1,TEAD2,YH7GC,f29cb,119.1424999999999,191.25750000000022,90.00000000000004,25.00000000000002,#None,Entrez Gene,8463,POINT (119.1424999999999 191.25750000000022)
2,TEAD3,DQ5V7,f29cb,119.1424999999999,216.25750000000025,90.00000000000004,25.00000000000002,#None,Entrez Gene,7005,POINT (119.1424999999999 216.25750000000025)
3,TEAD4,PK1V2,f29cb,119.1424999999999,241.25750000000028,90.00000000000004,25.00000000000002,#None,Entrez Gene,7004,POINT (119.1424999999999 241.25750000000028)
4,LATS1,a52d0,,493.54499999999973,469.84999999999997,90.00000000000004,25.00000000000002,#None,Entrez Gene,9113,POINT (493.54499999999973 469.84999999999997)
5,Mob,a7b38,,525.8925000000004,226.01249999999956,90.00000000000004,25.00000000000002,#None,Unknown,Mob,POINT (525.8925000000004 226.01249999999956)
6,LATS2,ac9e5,,206.89500000000004,311.3224999999993,90.00000000000004,25.00000000000002,#None,Entrez Gene,26524,POINT (206.89500000000004 311.3224999999993)
7,SKIL,ad85d,,357.28249999999946,364.4749999999998,90.0,25.00000000000002,#None,Entrez Gene,6498,POINT (357.28249999999946 364.4749999999998)
8,MECP2,af362,,248.78999999999988,485.74999999999983,90.00000000000004,25.00000000000002,#None,Entrez Gene,4204,POINT (248.78999999999988 485.74999999999983)
9,Sav,b36d6,,511.5600000000001,310.9049999999992,90.00000000000004,25.00000000000002,#None,Unknown,Sav,POINT (511.5600000000001 310.9049999999992)
10,SATB2,b720f,,188.9274999999999,118.21250000000036,90.00000000000004,25.00000000000002,#None,Entrez Gene,23314,POINT (188.9274999999999 118.21250000000036)
11,MERTK,b8838,,545.3625,164.05249999999975,90.00000000000004,25.00000000000002,#None,Entrez Gene,10461,POINT (545.3625 164.05249999999975)
12,NF1,d0c4b,,500.9350000000003,120.12500000000044,90.00000000000004,25.00000000000002,#None,Entrez Gene,4763,POINT (500.9350000000003 120.12500000000044)
13,ING2,e685d,,532.4600000000002,400.0474999999997,90.00000000000004,25.00000000000002,#None,Entrez Gene,3622,POINT (532.4600000000002 400.0474999999997)
14,SKI,e7b6b,,353.97500000000025,264.2074999999994,90.00000000000007,25.00000000000002,#None,Entrez Gene,6497,POINT (353.97500000000025 264.2074999999994)
15,HDAC1,e9f73,,456.38749999999976,82.0625000000001,90.00000000000004,25.00000000000002,#None,Entrez Gene,3065,POINT (456.38749999999976 82.0625000000001)
16,PRMT5,ecb2f,,245.15500000000023,80.26250000000049,90.00000000000007,25.00000000000002,#None,Entrez Gene,10419,POINT (245.15500000000023 80.26250000000049)
17,HDAC3,f1226,,352.80000000000035,82.68749999999982,90.00000000000007,25.00000000000002,#None,Ensembl,ENSG00000171720,POINT (352.80000000000035 82.68749999999982)
18,STK3,fad5c,,357.2824999999994,505.1900000000001,90.00000000000004,25.00000000000002,#None,Entrez Gene,6788,POINT (357.2824999999994 505.1900000000001)
19,SIN3A,fdf41,,153.24749999999997,396.9000000000001,90.00000000000004,25.00000000000002,#None,Ensembl,ENSG00000169375,POINT (153.24749999999997 396.9000000000001)
