source|target|source_label|target_label|source_id|target_id
RUNX2|RUNX2|RUNX2|RUNX2|http://www.ncbi.nlm.nih.gov/gene/860|http://www.ncbi.nlm.nih.gov/gene/860
MAPK3|RUNX2|MAPK3|RUNX2|http://www.ncbi.nlm.nih.gov/gene/5595|http://www.ncbi.nlm.nih.gov/gene/860
MAPK3|COL10A1|MAPK3|COL10A1|http://www.ncbi.nlm.nih.gov/gene/5595|http://www.ncbi.nlm.nih.gov/gene/1300
MAPK3|VEGFA|MAPK3|VEGFA|http://www.ncbi.nlm.nih.gov/gene/5595|http://www.ncbi.nlm.nih.gov/gene/7422
MAPK3|MMP13|MAPK3|MMP13|http://www.ncbi.nlm.nih.gov/gene/5595|http://www.ncbi.nlm.nih.gov/gene/4322
MAPK1|MAPK1|MAPK1|MAPK1|http://www.ncbi.nlm.nih.gov/gene/5594|http://www.ncbi.nlm.nih.gov/gene/5594
MAPK3|MAPK1|MAPK3|MAPK1|http://www.ncbi.nlm.nih.gov/gene/5595|http://www.ncbi.nlm.nih.gov/gene/5594
MAPK1|SOX9|MAPK1|SOX9|http://www.ncbi.nlm.nih.gov/gene/5594|http://www.ncbi.nlm.nih.gov/gene/6662
MAPK1|AGC|MAPK1|AGC|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/PR_000003606
MAPK1|COL2A1|MAPK1|COL2A1|http://www.ncbi.nlm.nih.gov/gene/5594|http://www.ncbi.nlm.nih.gov/gene/1280
MAPK1|RUNX2|MAPK1|RUNX2|http://www.ncbi.nlm.nih.gov/gene/5594|http://www.ncbi.nlm.nih.gov/gene/860
MAPK1|COL10A1|MAPK1|COL10A1|http://www.ncbi.nlm.nih.gov/gene/5594|http://www.ncbi.nlm.nih.gov/gene/1300
MAPK1|VEGFA|MAPK1|VEGFA|http://www.ncbi.nlm.nih.gov/gene/5594|http://www.ncbi.nlm.nih.gov/gene/7422
MAPK1|MMP13|MAPK1|MMP13|http://www.ncbi.nlm.nih.gov/gene/5594|http://www.ncbi.nlm.nih.gov/gene/4322
JAK2|STAT3|JAK2|STAT3|http://www.ncbi.nlm.nih.gov/gene/3717|http://www.ncbi.nlm.nih.gov/gene/6774
RELA|NGF|RELA|NGF|http://www.ncbi.nlm.nih.gov/gene/5970|http://www.ncbi.nlm.nih.gov/gene/4803
FOSL2|CCN2|FOSL2|CCN2|http://www.ncbi.nlm.nih.gov/gene/2355|http://www.ncbi.nlm.nih.gov/gene/1490
FGFR1|RAS|FGFR1|RAS|http://www.ncbi.nlm.nih.gov/gene/2260|http://purl.obolibrary.org/obo/CHEBI_63620
FGFR1|FGFR3|FGFR1|FGFR3|http://www.ncbi.nlm.nih.gov/gene/2260|http://www.ncbi.nlm.nih.gov/gene/2261
FGFR1|FGFR4|FGFR1|FGFR4|http://www.ncbi.nlm.nih.gov/gene/2260|http://www.ncbi.nlm.nih.gov/gene/2264
FGFR1|LAMTOR1|FGFR1|LAMTOR1|http://www.ncbi.nlm.nih.gov/gene/2260|http://www.ncbi.nlm.nih.gov/gene/55004
FGFR2|PIK3CA|FGFR2|PIK3CA|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/5290
FGFR2|RAS|FGFR2|RAS|http://www.ncbi.nlm.nih.gov/gene/2263|http://purl.obolibrary.org/obo/CHEBI_63620
FGFR2|FGFR3|FGFR2|FGFR3|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/2261
MAPK3|MAPK3|MAPK3|MAPK3|http://www.ncbi.nlm.nih.gov/gene/5595|http://www.ncbi.nlm.nih.gov/gene/5595
MAPK3|COL2A1|MAPK3|COL2A1|http://www.ncbi.nlm.nih.gov/gene/5595|http://www.ncbi.nlm.nih.gov/gene/1280
MAPK3|AGC|MAPK3|AGC|http://www.ncbi.nlm.nih.gov/gene/5595|http://purl.obolibrary.org/obo/PR_000003606
MAPK3|SOX9|MAPK3|SOX9|http://www.ncbi.nlm.nih.gov/gene/5595|http://www.ncbi.nlm.nih.gov/gene/6662
RELA|IBSP|RELA|IBSP|http://www.ncbi.nlm.nih.gov/gene/5970|http://www.ncbi.nlm.nih.gov/gene/3381
RELA|SPP1|RELA|SPP1|http://www.ncbi.nlm.nih.gov/gene/5970|http://www.ncbi.nlm.nih.gov/gene/6696
NFKB1|VEGFA|NFKB1|VEGFA|http://www.ncbi.nlm.nih.gov/gene/4790|http://www.ncbi.nlm.nih.gov/gene/7422
RELA|VEGFA|RELA|VEGFA|http://www.ncbi.nlm.nih.gov/gene/5970|http://www.ncbi.nlm.nih.gov/gene/7422
RELA|CCN2|RELA|CCN2|http://www.ncbi.nlm.nih.gov/gene/5970|http://www.ncbi.nlm.nih.gov/gene/1490
RELA|NFKB1|RELA|NFKB1|http://www.ncbi.nlm.nih.gov/gene/5970|http://www.ncbi.nlm.nih.gov/gene/4790
RELA|RELB|RELA|RELB|http://www.ncbi.nlm.nih.gov/gene/5970|http://www.ncbi.nlm.nih.gov/gene/5971
IBSP|Endothelial cell proliferation|IBSP|Endothelial cell proliferation|http://www.ncbi.nlm.nih.gov/gene/3381|http://purl.obolibrary.org/obo/GO_0001935
IBSP|Tube formation|IBSP|Tube formation|http://www.ncbi.nlm.nih.gov/gene/3381|http://purl.obolibrary.org/obo/GO_0035148
IBSP|SPP1|IBSP|SPP1|http://www.ncbi.nlm.nih.gov/gene/3381|http://www.ncbi.nlm.nih.gov/gene/6696
SPP1|Endothelial cell proliferation|SPP1|Endothelial cell proliferation|http://www.ncbi.nlm.nih.gov/gene/6696|http://purl.obolibrary.org/obo/GO_0001935
SPP1|Tube formation|SPP1|Tube formation|http://www.ncbi.nlm.nih.gov/gene/6696|http://purl.obolibrary.org/obo/GO_0035148
