,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
0,PRKCQ,XYM47,ed744,1132.351051763336,474.9868961568109,80.0,20.0,#None,Entrez Gene,5588,POINT (1132.351051763336 474.9868961568109)
1,PRKCZ,URJ01,ed744,1132.351051763336,494.9868961568109,80.0,20.0,#None,Entrez Gene,5590,POINT (1132.351051763336 494.9868961568109)
2,MMP7,9WA20,cee7f,1130.9193955154385,236.9055287722366,80.0,20.0,#None,Entrez Gene,4316,POINT (1130.9193955154385 236.9055287722366)
3,MMP28,6SZ75,cee7f,1130.9193955154385,256.9055287722365,80.0,20.0,#None,Entrez Gene,79148,POINT (1130.9193955154385 256.9055287722365)
4,PRKCD,17ZZU,ed744,1132.351051763336,514.9868961568109,80.0,20.0,#None,Entrez Gene,5580,POINT (1132.351051763336 514.9868961568109)
5,MMP15,WRP7M,cee7f,1130.9193955154385,356.90552877223627,80.0,20.0,#None,Entrez Gene,4324,POINT (1130.9193955154385 356.90552877223627)
6,MMP16,NUAMM,cee7f,1210.919395515438,356.4388062492467,80.0,20.0,#None,Entrez Gene,4325,POINT (1210.919395515438 356.4388062492467)
7,PRKCH,IRI3L,ed744,1132.351051763336,534.9868961568109,80.0,20.0,#None,Entrez Gene,5583,POINT (1132.351051763336 534.9868961568109)
8,PRKCI,F8AHO,ed744,1132.351051763336,554.9868961568109,80.0,20.0,#None,Entrez Gene,5584,POINT (1132.351051763336 554.9868961568109)
9,PRKCE,84AV0,ed744,1212.456976359386,474.9617615069026,80.0,20.0,#None,Entrez Gene,5581,POINT (1212.456976359386 474.9617615069026)
10,MMP3,SP9LN,cee7f,1130.9193955154383,376.90552877223627,80.0,20.0,#None,Entrez Gene,4314,POINT (1130.9193955154383 376.90552877223627)
11,MMP23B,S7KOZ,cee7f,1210.9193955154383,236.4388062492468,80.0,20.0,#None,Entrez Gene,8510,POINT (1210.9193955154383 236.4388062492468)
12,MMP20,NBD81,cee7f,1210.9193955154383,256.4388062492468,80.0,20.0,#None,Entrez Gene,9313,POINT (1210.9193955154383 256.4388062492468)
13,PRKCG,A23YL,ed744,1212.456976359386,514.9617615069026,80.0,20.0,#None,Entrez Gene,5582,POINT (1212.456976359386 514.9617615069026)
14,MMP1,VEJH1,cee7f,1130.9193955154383,276.9055287722364,80.0,20.0,#None,Entrez Gene,4312,POINT (1130.9193955154383 276.9055287722364)
15,MMP2,FKQYL,cee7f,1130.9193955154383,296.9055287722364,80.0,20.0,#None,Entrez Gene,4313,POINT (1130.9193955154383 296.9055287722364)
16,SNAP25,3PR5G,bf300,1172.2240614931209,665.1159010225765,80.0,20.0,#None,Entrez Gene,6616,POINT (1172.2240614931209 665.1159010225765)
17,MMP10,4M6YK,cee7f,1210.9193955154383,276.4388062492468,80.0,20.0,#None,Entrez Gene,4319,POINT (1210.9193955154383 276.4388062492468)
18,MMP11,OPY1R,cee7f,1210.9193955154383,296.4388062492468,80.0,20.0,#None,Entrez Gene,4320,POINT (1210.9193955154383 296.4388062492468)
19,PRKD3,1MHOV,ed744,1212.456976359386,534.9617615069026,80.0,20.0,#None,Entrez Gene,23683,POINT (1212.456976359386 534.9617615069026)
20,PRKCA,JGQPV,ed744,1212.456976359386,554.9617615069026,80.0,20.0,#None,Entrez Gene,5578,POINT (1212.456976359386 554.9617615069026)
21,MMP8,IB556,cee7f,1130.9193955154383,176.90552877223672,80.0,20.0,#None,Entrez Gene,4317,POINT (1130.9193955154383 176.90552877223672)
