S|P|O|S_ID|P_ID|O_ID
PPP1R14A|participates_in|RHO GTPases activate PKNs|http://www.ncbi.nlm.nih.gov/gene/94274|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5625740
PPP1R12A|participates_in|RHO GTPases activate PKNs|http://www.ncbi.nlm.nih.gov/gene/4659|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5625740
EGFR|participates_in|PI3K/AKT activation|http://www.ncbi.nlm.nih.gov/gene/1956|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-198203
PDGFRB|participates_in|PI3K/AKT activation|http://www.ncbi.nlm.nih.gov/gene/5159|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-198203
EGFR|participates_in|SOS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/1956|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112412
TEK|participates_in|SOS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/7010|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112412
EGFR|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/1956|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
FLT3|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/2322|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
NTRK1|participates_in|PI3K/AKT activation|http://www.ncbi.nlm.nih.gov/gene/4914|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-198203
EGFR|causes or contributes to condition|Alcoholism|http://www.ncbi.nlm.nih.gov/gene/1956|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030955
NTRK2|causes or contributes to condition|Alcoholism|http://www.ncbi.nlm.nih.gov/gene/4915|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030955
CSF1R|participates_in|Immune System|http://www.ncbi.nlm.nih.gov/gene/1436|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-168256
merlin (human)|participates_in|Immune System|http://purl.obolibrary.org/obo/PR_P35240|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-168256
