source|target|source_label|target_label|source_id|target_id
AKT1|Rab43|AKT1|Rab43|http://www.ncbi.nlm.nih.gov/gene/207|http://www.ncbi.nlm.nih.gov/gene/339122
B-Raf|ERK 2|B-Raf|ERK 2|http://www.ncbi.nlm.nih.gov/gene/673|http://www.ncbi.nlm.nih.gov/gene/5594
Smad7|AKT1|Smad7|AKT1|http://www.ncbi.nlm.nih.gov/gene/4092|http://www.ncbi.nlm.nih.gov/gene/207
Smad7|AKT2|Smad7|AKT2|http://www.ncbi.nlm.nih.gov/gene/4092|http://www.ncbi.nlm.nih.gov/gene/208
Smad7|AKT3|Smad7|AKT3|http://www.ncbi.nlm.nih.gov/gene/4092|http://www.ncbi.nlm.nih.gov/gene/10000
CaM|CRTC2|CaM|CRTC2|http://purl.obolibrary.org/obo/PR_000004978|http://www.ncbi.nlm.nih.gov/gene/200186
PI3K|AKT2|PI3K|AKT2|http://purl.obolibrary.org/obo/GO_0016303|http://www.ncbi.nlm.nih.gov/gene/208
TGFB1|TGFB1R|TGFB1|TGFB1R|http://www.ncbi.nlm.nih.gov/gene/7040|http://www.ncbi.nlm.nih.gov/gene/7046
AKT2|Rab43|AKT2|Rab43|http://www.ncbi.nlm.nih.gov/gene/208|http://www.ncbi.nlm.nih.gov/gene/339122
AKT2|FOXO1|AKT2|FOXO1|http://www.ncbi.nlm.nih.gov/gene/208|http://www.ncbi.nlm.nih.gov/gene/2308
AKT2|AKT3|AKT2|AKT3|http://www.ncbi.nlm.nih.gov/gene/208|http://www.ncbi.nlm.nih.gov/gene/10000
AKT3|Rab43|AKT3|Rab43|http://www.ncbi.nlm.nih.gov/gene/10000|http://www.ncbi.nlm.nih.gov/gene/339122
AKT1|AKT3|AKT1|AKT3|http://www.ncbi.nlm.nih.gov/gene/207|http://www.ncbi.nlm.nih.gov/gene/10000
AKT3|FOXO1|AKT3|FOXO1|http://www.ncbi.nlm.nih.gov/gene/10000|http://www.ncbi.nlm.nih.gov/gene/2308
K-Ras|Rasf1a|K-Ras|Rasf1a|http://www.ncbi.nlm.nih.gov/gene/3845|http://www.ncbi.nlm.nih.gov/gene/11186
TGFB1R|Smad7|TGFB1R|Smad7|http://www.ncbi.nlm.nih.gov/gene/7046|http://www.ncbi.nlm.nih.gov/gene/4092
K-Ras|B-Raf|K-Ras|B-Raf|http://www.ncbi.nlm.nih.gov/gene/3845|http://www.ncbi.nlm.nih.gov/gene/673
T3|ERK 2|T3|ERK 2|http://purl.obolibrary.org/obo/CHEBI_18258|http://www.ncbi.nlm.nih.gov/gene/5594
T3|T4|T3|T4|http://purl.obolibrary.org/obo/CHEBI_18258|http://purl.obolibrary.org/obo/CHEBI_18332
ERK 1|FOXO1|ERK 1|FOXO1|http://www.ncbi.nlm.nih.gov/gene/5595|http://www.ncbi.nlm.nih.gov/gene/2308
CDK2|FOXM1|CDK2|FOXM1|http://www.ncbi.nlm.nih.gov/gene/1017|http://www.ncbi.nlm.nih.gov/gene/2305
IR|K-Ras|IR|K-Ras|http://www.ncbi.nlm.nih.gov/gene/3643|http://www.ncbi.nlm.nih.gov/gene/3845
AKT1|AKT2|AKT1|AKT2|http://www.ncbi.nlm.nih.gov/gene/207|http://www.ncbi.nlm.nih.gov/gene/208
AKT1|FOXO1|AKT1|FOXO1|http://www.ncbi.nlm.nih.gov/gene/207|http://www.ncbi.nlm.nih.gov/gene/2308
ERK 2|FOXO1|ERK 2|FOXO1|http://www.ncbi.nlm.nih.gov/gene/5594|http://www.ncbi.nlm.nih.gov/gene/2308
CDK4|FOXM1|CDK4|FOXM1|http://www.ncbi.nlm.nih.gov/gene/1019|http://www.ncbi.nlm.nih.gov/gene/2305
B-Raf|ERK 1|B-Raf|ERK 1|http://www.ncbi.nlm.nih.gov/gene/673|http://www.ncbi.nlm.nih.gov/gene/5595
T3|ERK 1|T3|ERK 1|http://purl.obolibrary.org/obo/CHEBI_18258|http://www.ncbi.nlm.nih.gov/gene/5595
CRTC2|FOXM1|CRTC2|FOXM1|http://www.ncbi.nlm.nih.gov/gene/200186|http://www.ncbi.nlm.nih.gov/gene/2305
CRTC2|CDK4|CRTC2|CDK4|http://www.ncbi.nlm.nih.gov/gene/200186|http://www.ncbi.nlm.nih.gov/gene/1019
Rasf1a|PI3K|Rasf1a|PI3K|http://www.ncbi.nlm.nih.gov/gene/11186|http://purl.obolibrary.org/obo/GO_0016303
VEGFR-1|AKT1|VEGFR-1|AKT1|http://www.ncbi.nlm.nih.gov/gene/2321|http://www.ncbi.nlm.nih.gov/gene/207
CaM|Pdx1|CaM|Pdx1|http://purl.obolibrary.org/obo/PR_000004978|http://www.ncbi.nlm.nih.gov/gene/3651
CaM|PI3K|CaM|PI3K|http://purl.obolibrary.org/obo/PR_000004978|http://purl.obolibrary.org/obo/GO_0016303
CaM|AKT1|CaM|AKT1|http://purl.obolibrary.org/obo/PR_000004978|http://www.ncbi.nlm.nih.gov/gene/207
CaM|AKT2|CaM|AKT2|http://purl.obolibrary.org/obo/PR_000004978|http://www.ncbi.nlm.nih.gov/gene/208
CaM|cMyc|CaM|cMyc|http://purl.obolibrary.org/obo/PR_000004978|http://www.ncbi.nlm.nih.gov/gene/4609
CaM|CDK4|CaM|CDK4|http://purl.obolibrary.org/obo/PR_000004978|http://www.ncbi.nlm.nih.gov/gene/1019
Rab43|PI3K|Rab43|PI3K|http://www.ncbi.nlm.nih.gov/gene/339122|http://purl.obolibrary.org/obo/GO_0016303
EZH2|PI3K|EZH2|PI3K|http://www.ncbi.nlm.nih.gov/gene/2146|http://purl.obolibrary.org/obo/GO_0016303
Pdx1|FOXM1|Pdx1|FOXM1|http://www.ncbi.nlm.nih.gov/gene/3651|http://www.ncbi.nlm.nih.gov/gene/2305
Insulin|IR|Insulin|IR|http://www.ncbi.nlm.nih.gov/gene/3630|http://www.ncbi.nlm.nih.gov/gene/3643
IGF-1|IGF-1R|IGF-1|IGF-1R|http://www.ncbi.nlm.nih.gov/gene/3479|http://www.ncbi.nlm.nih.gov/gene/3480
IGF-1R|K-Ras|IGF-1R|K-Ras|http://www.ncbi.nlm.nih.gov/gene/3480|http://www.ncbi.nlm.nih.gov/gene/3845
VEGFR-1|AKT2|VEGFR-1|AKT2|http://www.ncbi.nlm.nih.gov/gene/2321|http://www.ncbi.nlm.nih.gov/gene/208
cMyc|FOXM1|cMyc|FOXM1|http://www.ncbi.nlm.nih.gov/gene/4609|http://www.ncbi.nlm.nih.gov/gene/2305
VEGFR-1|AKT3|VEGFR-1|AKT3|http://www.ncbi.nlm.nih.gov/gene/2321|http://www.ncbi.nlm.nih.gov/gene/10000
FOXO1|Pdx1|FOXO1|Pdx1|http://www.ncbi.nlm.nih.gov/gene/2308|http://www.ncbi.nlm.nih.gov/gene/3651
PLGF|VEGFR-1|PLGF|VEGFR-1|http://www.ncbi.nlm.nih.gov/gene/5228|http://www.ncbi.nlm.nih.gov/gene/2321
Ca2+|CaM|Ca2+|CaM|http://purl.obolibrary.org/obo/CHEBI_29108|http://purl.obolibrary.org/obo/PR_000004978
Pdx1|CRTC2|Pdx1|CRTC2|http://www.ncbi.nlm.nih.gov/gene/3651|http://www.ncbi.nlm.nih.gov/gene/200186
PI3K|AKT3|PI3K|AKT3|http://purl.obolibrary.org/obo/GO_0016303|http://www.ncbi.nlm.nih.gov/gene/10000
CRTC2|PI3K|CRTC2|PI3K|http://www.ncbi.nlm.nih.gov/gene/200186|http://purl.obolibrary.org/obo/GO_0016303
