source|target|source_label|target_label|source_id|target_id
BDNF|NGFR|BDNF|NGFR|http://www.ncbi.nlm.nih.gov/gene/627|http://www.ncbi.nlm.nih.gov/gene/4804
PIK3R5|AKT1|PIK3R5|AKT1|http://www.ncbi.nlm.nih.gov/gene/23533|http://www.ncbi.nlm.nih.gov/gene/207
PIK3R5|AKT3|PIK3R5|AKT3|http://www.ncbi.nlm.nih.gov/gene/23533|http://www.ncbi.nlm.nih.gov/gene/10000
PIK3R5|AKT2|PIK3R5|AKT2|http://www.ncbi.nlm.nih.gov/gene/23533|http://www.ncbi.nlm.nih.gov/gene/208
PIK3R3|PIK3CG|PIK3R3|PIK3CG|http://www.ncbi.nlm.nih.gov/gene/8503|http://www.ncbi.nlm.nih.gov/gene/5294
PIK3R3|PIK3R6|PIK3R3|PIK3R6|http://www.ncbi.nlm.nih.gov/gene/8503|http://www.ncbi.nlm.nih.gov/gene/146850
PIK3R3|PIK3R5|PIK3R3|PIK3R5|http://www.ncbi.nlm.nih.gov/gene/8503|http://www.ncbi.nlm.nih.gov/gene/23533
PIK3R3|AKT1|PIK3R3|AKT1|http://www.ncbi.nlm.nih.gov/gene/8503|http://www.ncbi.nlm.nih.gov/gene/207
PIK3R6|PIK3R6|PIK3R6|PIK3R6|http://www.ncbi.nlm.nih.gov/gene/146850|http://www.ncbi.nlm.nih.gov/gene/146850
PIK3R3|AKT3|PIK3R3|AKT3|http://www.ncbi.nlm.nih.gov/gene/8503|http://www.ncbi.nlm.nih.gov/gene/10000
PIK3R3|AKT2|PIK3R3|AKT2|http://www.ncbi.nlm.nih.gov/gene/8503|http://www.ncbi.nlm.nih.gov/gene/208
PIK3CD|PIK3CG|PIK3CD|PIK3CG|http://www.ncbi.nlm.nih.gov/gene/5293|http://www.ncbi.nlm.nih.gov/gene/5294
PIK3CD|PIK3R6|PIK3CD|PIK3R6|http://www.ncbi.nlm.nih.gov/gene/5293|http://www.ncbi.nlm.nih.gov/gene/146850
PIK3R5|PIK3CG|PIK3R5|PIK3CG|http://www.ncbi.nlm.nih.gov/gene/23533|http://www.ncbi.nlm.nih.gov/gene/5294
PIK3CD|PIK3R5|PIK3CD|PIK3R5|http://www.ncbi.nlm.nih.gov/gene/5293|http://www.ncbi.nlm.nih.gov/gene/23533
PIK3CD|AKT1|PIK3CD|AKT1|http://www.ncbi.nlm.nih.gov/gene/5293|http://www.ncbi.nlm.nih.gov/gene/207
PIK3CD|AKT3|PIK3CD|AKT3|http://www.ncbi.nlm.nih.gov/gene/5293|http://www.ncbi.nlm.nih.gov/gene/10000
PIK3CD|AKT2|PIK3CD|AKT2|http://www.ncbi.nlm.nih.gov/gene/5293|http://www.ncbi.nlm.nih.gov/gene/208
PIK3CB|PIK3CG|PIK3CB|PIK3CG|http://www.ncbi.nlm.nih.gov/gene/5291|http://www.ncbi.nlm.nih.gov/gene/5294
PIK3CB|PIK3R6|PIK3CB|PIK3R6|http://www.ncbi.nlm.nih.gov/gene/5291|http://www.ncbi.nlm.nih.gov/gene/146850
PIK3CB|PIK3R5|PIK3CB|PIK3R5|http://www.ncbi.nlm.nih.gov/gene/5291|http://www.ncbi.nlm.nih.gov/gene/23533
PIK3CB|PIK3R3|PIK3CB|PIK3R3|http://www.ncbi.nlm.nih.gov/gene/5291|http://www.ncbi.nlm.nih.gov/gene/8503
AKT3|AKT3|AKT3|AKT3|http://www.ncbi.nlm.nih.gov/gene/10000|http://www.ncbi.nlm.nih.gov/gene/10000
