0.6139380,"UBERON:0001062"
0.6280245,"UBERON:0000465"
0.7205915,"UBERON:0000061"
0.7437752,"UBERON:0010000"
0.8054156,"GO:0008150"
0.9403108,"MONDO:0000001"
1.0570842,"CL:0000000"
1.1205866,"PR:000000001"
1.1442802,"MONDO:0021199"
1.2170864,"CHEBI:50906"
1.2521057,"GO:0005575"
1.3337380,"SO:0000110"
1.3531826,"NCBITaxon:1"
1.3782023,"PR:000018263"
1.3904969,"UBERON:0000062"
1.4110040,"NCBITaxon:131567"
1.4194281,"NCBITaxon:2759"
1.4317740,"NCBITaxon:33154"
1.4597486,"NCBITaxon:33208"
1.4603723,"NCBITaxon:6072"
1.4604333,"NCBITaxon:33213"
1.4708216,"SO:0000001"
1.4723636,"NCBITaxon:7742"
1.4758939,"NCBITaxon:33511"
1.4763384,"NCBITaxon:7711"
1.4765513,"NCBITaxon:89593"
1.4800633,"NCBITaxon:7776"
1.4801975,"NCBITaxon:117571"
1.4802093,"NCBITaxon:117570"
1.4836813,"NCBITaxon:8287"
1.4836829,"NCBITaxon:1338369"
1.5013572,"NCBITaxon:32523"
1.5066455,"NCBITaxon:32524"
1.5139113,"NCBITaxon:40674"
1.5275977,"GO:0003674"
1.5307610,"NCBITaxon:9347"
1.5309377,"NCBITaxon:32525"
1.5311770,"NCBITaxon:1437010"
1.5521804,"SO:0001411"
1.5697269,"NCBITaxon:314146"
1.5776319,"GO:0044699"
1.6320353,"GO:0005623"
1.7020119,"MONDO:0005070"
1.7230681,"MONDO:0024505"
1.7468614,"CHEBI:24432"
1.8356801,"GO:0050896"
1.8526656,"UBERON:0000479"
1.8678634,"SO:0000400"
1.8738934,"GO:0009987"
1.8827286,"UBERON:0004120"
1.8957319,"CL:0000003"
1.9067024,"MONDO:0045024"
1.9244777,"MONDO:0023370"
1.9476352,"CL:0000255"
1.9514786,"CL:0000548"
1.9781947,"UBERON:0000468"
2.0116789,"CL:0002371"
2.0304354,"MONDO:0004992"
2.0362417,"GO:0003824"
2.0586591,"GO:0110165"
2.0888310,"GO:0008152"
2.1174422,"GO:0005488"
2.1467230,"UBERON:0004121"
2.1547958,"UBERON:0000463"
2.1589995,"NCBITaxon:9443"
2.1630270,"SO:0000704"
2.1670038,"NCBITaxon:376913"
2.1670041,"NCBITaxon:314293"
2.1670075,"NCBITaxon:9526"
2.1679743,"NCBITaxon:9604"
2.1679940,"NCBITaxon:314295"
2.1680012,"NCBITaxon:207598"
2.1683647,"NCBITaxon:9605"
2.1687189,"NCBITaxon:9606"
2.1728116,"HP:0000001"
2.1729162,"HP:0000118"
2.1986328,"NCBITaxon:314147"
2.2189842,"UBERON:0010314"
2.2221028,"GO:0044464"
2.2237814,"UBERON:0006314"
2.2321077,"UBERON:0005177"
2.2672143,"NCBITaxon:9989"
2.2735694,"CHEBI:51086"
2.2889716,"NCBITaxon:1963758"
