source_node,target_node,num_paths
MAPK3,SOX9,3
MAPK3,AGC,1
MAPK3,COL2A1,1
MAPK3,RUNX2,2
MAPK3,COL10A1,4584
MAPK3,VEGFA,18
MAPK3,MMP13,2
MAPK3,MAPK1,146
RELB,NGF,18307
MAPK1,SOX9,3
MAPK1,COL2A1,1
MAPK1,RUNX2,1
MAPK1,COL10A1,4431
MAPK1,VEGFA,16
MAPK1,MMP13,12804
JAK2,STAT3,20
FGFR1,PIK3CA,55
FGFR1,RAS,65
FGFR1,FGFR2,69
RELB,SPP1,7974
MAPK1,AGC,1
PIK3CA,AKT3,40
RELB,CCN2,9814
RELB,IBSP,968
FOSB,CCN2,1
FOSB,NGF,1
RELA,IBSP,2
RELA,SPP1,2
RELA,VEGFA,6
RELA,CCN2,2
RELA,NGF,7
RELA,NFKB1,66
FGFR1,FGFR3,66
RELA,RELB,7
RELB,VEGFA,2
IBSP,Tube formation,4
SPP1,Endothelial cell proliferation,88
SPP1,Tube formation,50
NFKB1,IBSP,7671
NFKB1,SPP1,6
NFKB1,VEGFA,10
NFKB1,CCN2,6
NFKB1,NGF,7
IBSP,Endothelial cell proliferation,8
NFKB1,RELB,6
FOSL2,FOSB,1
IBSP,SPP1,3
FGFR1,FGFR4,62
AKT2,SOX9,4
FGFR2,FGFR3,69
AKT2,COL2A1,13
AKT2,AKT3,69
AKT3,RUNX2,2
AKT3,COL10A1,2539
AKT3,VEGFA,9
AKT3,MMP13,2
AKT3,SOX9,1
AKT3,AGC,1
AKT3,COL2A1,2
SOX9,AGC,1
AKT2,AGC,1
FGF23,FGFR1,75
FGF23,FGFR3,75
FGF23,FGFR4,70
FGF23,LAMTOR1,10
COL3A1,DDR2,1
COL3A1,COL1A1,16
COL1A1,DDR2,1
CEBPB,VEGFA,2
AKT2,MMP13,4
AKT2,COL10A1,2824
DDR2,MMP13,1
FGF23,FGFR2,74
AKT2,VEGFA,10
AKT2,RUNX2,2
FGFR2,PIK3CA,56
FGFR2,FGFR4,62
FGFR2,LAMTOR1,10
FGFR3,PIK3CA,55
FGFR3,RAS,63
FGFR3,FGFR4,63
FGFR3,LAMTOR1,10
FGFR4,PIK3CA,52
FGFR4,RAS,19
FGFR4,LAMTOR1,10
FGFR1,LAMTOR1,10
LAMTOR1,PIK3CA,10
RAS,MAPK1,73
RAS,MAPK3,105
AKT1,RUNX2,4
AKT1,COL10A1,1
AKT1,VEGFA,16
AKT1,MMP13,1
AKT1,SOX9,6
AKT1,AGC,2
AKT1,COL2A1,1
AKT1,AKT2,84
AKT1,AKT3,69
FGFR2,RAS,22
FOSL1,FOSB,4
FOSL1,NGF,10
FOSL1,CCN2,7
LAMTOR1,RAS,7
COL2A1,SOX9,2
COL2A1,AGC,1
COL2A1,COL3A1,5
COL2A1,COL1A1,5
COL2A1,ACAN,1
COL2A1,VEGFA,5
ACAN,VEGFA,5
VEGFA,KDR,20
COL2A1,DDR2,1
HIF1A,GANC,5
HIF1A,ACAN,6
HIF1A,VEGFA,16
HIF1A,VHL,8
Triiodothyronine,EPAS1,631
Prolyl 4-hydroxylase,HIF1A,1
CNMD,EPAS1,1
KDR,PIK3CA,11
KDR,MAPK3,7
EPAS1,CEBPB,2
COL10A1,COL2A1,5
HIF1A,COL2A1,1
GANC,VEGFA,3
GANC,ACAN,10
GANC,COL2A1,184
RUNX2,COL10A1,1
RUNX2,VEGFA,3
RUNX2,MMP13,5
RUNX2,CEBPB,1
KDR,MAPK1,7
MMP13,VEGFA,1
MMP13,CEBPB,2075
DIO2,Triiodothyronine,2
ARNT,HIF1A,4
ARNT,ACAN,2
ARNT,COL2A1,3
COL10A1,DDR2,1
COL10A1,COL3A1,5
COL10A1,COL1A1,5
COL10A1,VEGFA,2308
COL10A1,MMP13,3
COL10A1,CEBPB,594
ARNT,GANC,5
ARNT,VEGFA,5
KDR,JAK2,9
CNMD,MMP13,514
JUND,FOS,4
KDR,NFKB1,6
JUND,FOSB,1
CCN2,Endothelial cell proliferation,50
CCN2,Tube formation,1
JUNB,CCN2,4
JUNB,NGF,5
JUNB,FOS,10
JUNB,JUN,7
JUNB,FOSL2,2
JUND,JUN,3
JUNB,FOSL1,5
JUND,FOSL1,7
FOS,CCN2,5
FOS,JUN,38
FOS,FOSL2,2
FOS,FOSL1,7
FOS,FOSB,3
JUN,CCN2,4
JUN,NGF,5
JUN,FOSL2,1
JUN,FOSB,2
FOSL2,NGF,1
FOSL2,FOSL1,5
FOS,NGF,14
JUND,FOSL2,2
KDR,RELA,3
KDR,PRKCA,8
KDR,RELB,14495
KDR,JUND,12
KDR,JUNB,3
KDR,FOS,14
KDR,JUN,4
KDR,FOSL2,9
KDR,FOSL1,7
KDR,FOSB,1
KDR,HIF1A,2
PIK3CA,AKT1,56
JUND,JUNB,4
PIK3CA,AKT2,45
NGF,NTRK1,17
NGF,Endothelial cell proliferation,73
NGF,Tube formation,49
NTRK1,RAS,8
Hypoxia,HIF1A,2
L-thyroxine,Triiodothyronine,3
Endothelial cell proliferation,Tube formation,7
JUND,CCN2,3
FOSL2,CCN2,3
JUNB,FOSB,1
JUN,FOSL1,12
JUND,NGF,3
CNMD,COL10A1,177
