S|P|O|S_ID|P_ID|O_ID
H3F3B|genetically interacts with|HIST2H3A|http://www.ncbi.nlm.nih.gov/gene/3021|http://purl.obolibrary.org/obo/RO_0002435|http://www.ncbi.nlm.nih.gov/gene/333932
H3F3B|genetically interacts with|HIST2H3C|http://www.ncbi.nlm.nih.gov/gene/3021|http://purl.obolibrary.org/obo/RO_0002435|http://www.ncbi.nlm.nih.gov/gene/126961
H3F3B|genetically interacts with|HIST2H3D|http://www.ncbi.nlm.nih.gov/gene/3021|http://purl.obolibrary.org/obo/RO_0002435|http://www.ncbi.nlm.nih.gov/gene/653604
EZH2|causes or contributes to condition|Endometrial carcinoma|http://www.ncbi.nlm.nih.gov/gene/2146|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012114
SUZ12|causes or contributes to condition|Endometrial carcinoma|http://www.ncbi.nlm.nih.gov/gene/23512|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012114
DUSP6|causes or contributes to condition|Depression|http://www.ncbi.nlm.nih.gov/gene/1848|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0000716
MAPK3|causes or contributes to condition|Depression|http://www.ncbi.nlm.nih.gov/gene/5595|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0000716
H3F3A|genetically interacts with|HIST1H3F|http://www.ncbi.nlm.nih.gov/gene/3020|http://purl.obolibrary.org/obo/RO_0002435|http://www.ncbi.nlm.nih.gov/gene/8968
DUSP6|participates_in|IRS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/1848|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112399
MAPK1|participates_in|IRS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112399
RNF2|has gene product|E3 ubiquitin-protein ligase RING2 (human)|http://www.ncbi.nlm.nih.gov/gene/6045|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q99496
