S|P|O|S_ID|P_ID|O_ID
TRPC3|participates_in|Elevation of cytosolic Ca2+ levels|http://www.ncbi.nlm.nih.gov/gene/7222|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-139853
Ca2+|participates_in|Elevation of cytosolic Ca2+ levels|http://purl.obolibrary.org/obo/CHEBI_29108|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-139853
PLCB1|participates_in|Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion|http://www.ncbi.nlm.nih.gov/gene/23236|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-434316
PLCB2|participates_in|Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion|http://www.ncbi.nlm.nih.gov/gene/5330|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-434316
PLCB3|participates_in|Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion|http://www.ncbi.nlm.nih.gov/gene/5331|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-434316
PLCB1|participates_in|Synthesis of IP3 and IP4 in the cytosol|http://www.ncbi.nlm.nih.gov/gene/23236|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1855204
PLCB4|participates_in|Synthesis of IP3 and IP4 in the cytosol|http://www.ncbi.nlm.nih.gov/gene/5332|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1855204
IP3|participates_in|Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion|http://purl.obolibrary.org/obo/CHEBI_16595|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-434316
PLCB2|participates_in|PLC beta mediated events|http://www.ncbi.nlm.nih.gov/gene/5330|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112043
DAG|participates_in|PLC beta mediated events|http://purl.obolibrary.org/obo/CHEBI_18035|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112043
PLCB2|participates_in|Synthesis of IP3 and IP4 in the cytosol|http://www.ncbi.nlm.nih.gov/gene/5330|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1855204
PLCB3|participates_in|PLC beta mediated events|http://www.ncbi.nlm.nih.gov/gene/5331|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112043
PLCB3|participates_in|Synthesis of IP3 and IP4 in the cytosol|http://www.ncbi.nlm.nih.gov/gene/5331|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1855204
PLCB1|participates_in|PLC beta mediated events|http://www.ncbi.nlm.nih.gov/gene/23236|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112043
GNA11|participates_in|Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion|http://www.ncbi.nlm.nih.gov/gene/2767|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-434316
PLCB4|participates_in|PLC beta mediated events|http://www.ncbi.nlm.nih.gov/gene/5332|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112043
PRKCG|participates_in|Platelet activation, signaling and aggregation|http://www.ncbi.nlm.nih.gov/gene/5582|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-76002
TRPC3|participates_in|Platelet activation, signaling and aggregation|http://www.ncbi.nlm.nih.gov/gene/7222|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-76002
PRKCG|participates_in|Trafficking of GluR2-containing AMPA receptors|http://www.ncbi.nlm.nih.gov/gene/5582|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-416993
GRIA2|participates_in|Trafficking of GluR2-containing AMPA receptors|http://www.ncbi.nlm.nih.gov/gene/2891|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-416993
GRIA1|participates_in|Trafficking of GluR2-containing AMPA receptors|http://www.ncbi.nlm.nih.gov/gene/2890|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-416993
GRIA3|participates_in|Trafficking of GluR2-containing AMPA receptors|http://www.ncbi.nlm.nih.gov/gene/2892|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-416993
GRIA4|participates_in|Trafficking of GluR2-containing AMPA receptors|http://www.ncbi.nlm.nih.gov/gene/2893|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-416993
PDK1|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/5163|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
PRKCG|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/5582|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
PIP2|participates_in|Erythropoietin activates Phospholipase C gamma (PLCG)|http://purl.obolibrary.org/obo/CHEBI_18348|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-9027277
IP3|participates_in|Erythropoietin activates Phospholipase C gamma (PLCG)|http://purl.obolibrary.org/obo/CHEBI_16595|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-9027277
DAG|participates_in|Erythropoietin activates Phospholipase C gamma (PLCG)|http://purl.obolibrary.org/obo/CHEBI_18035|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-9027277
GNA15 (human)|participates_in|Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion|http://www.ncbi.nlm.nih.gov/gene/2769|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-434316
