S|P|O|S_ID|P_ID|O_ID
valproic acid|interacts with|MAPK3|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5595
valproic acid|interacts with|SOX9|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/6662
MAPK3|participates_in|Disease|http://www.ncbi.nlm.nih.gov/gene/5595|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1643685
aggrecan core protein (human)|participates_in|Disease|http://purl.obolibrary.org/obo/PR_P16112|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1643685
aggrecan core protein (human)|subClassOf|AGC|http://purl.obolibrary.org/obo/PR_P16112|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/PR_000003606
valproic acid|interacts with|COL2A1|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/1280
valproic acid|interacts with|RUNX2|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/860
MAPK3|participates_in|Developmental Biology|http://www.ncbi.nlm.nih.gov/gene/5595|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266738
collagen alpha-6(VI) chain (human)|participates_in|Developmental Biology|http://purl.obolibrary.org/obo/PR_A6NMZ7|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266738
collagen alpha-6(VI) chain (human)|participates_in|Collagen chain trimerization|http://purl.obolibrary.org/obo/PR_A6NMZ7|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-8948216
COL10A1|participates_in|Collagen chain trimerization|http://www.ncbi.nlm.nih.gov/gene/1300|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-8948216
MAPK3|causes or contributes to condition|Depression|http://www.ncbi.nlm.nih.gov/gene/5595|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0000716
VEGFA|causes or contributes to condition|Depression|http://www.ncbi.nlm.nih.gov/gene/7422|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0000716
MAPK3|causes or contributes to condition|Prostate cancer|http://www.ncbi.nlm.nih.gov/gene/5595|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012125
MMP13|causes or contributes to condition|Prostate cancer|http://www.ncbi.nlm.nih.gov/gene/4322|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012125
MAPK3|participates_in|Frs2-mediated activation|http://www.ncbi.nlm.nih.gov/gene/5595|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-170968
MAPK1|participates_in|Frs2-mediated activation|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-170968
RELB|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/5971|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
FGF5|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/2250|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
FGF5|participates_in|Signalling to ERKs|http://www.ncbi.nlm.nih.gov/gene/2250|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-187687
NGF|participates_in|Signalling to ERKs|http://www.ncbi.nlm.nih.gov/gene/4803|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-187687
valproic acid|interacts with|MAPK1|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5594
valproic acid|interacts with|ADAMTS2 (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/9509
