source|target
FGFR2|PI3K/Akt signaling
FGFR2|KDR
FGFR2|INSR
FGFR2|FGFR3
FGFR2|IGF1R
FGFR2|KIT
FGFR2|FGFR1
FGFR2|EPHA2
FGFR2|EGFR
FGFR2|CSF1R
FGFR2|FGFR4
FGFR2|FLT1
FGFR2|FLT4
FGFR2|NGFR
FGFR2|MET
FGFR2|PDGFRA
FGFR2|PDGFRB
FGFR2|TEK
FGFR2|FLT3
FGFR2|NTRK1
FGFR2|NTRK2
PI3K/Akt signaling|NF2
KDR|PI3K/Akt signaling
KDR|FGFR2
KDR|INSR
KDR|FGFR3
KDR|IGF1R
KDR|KIT
KDR|FGFR1
KDR|EPHA2
KDR|EGFR
KDR|CSF1R
KDR|FGFR4
KDR|FLT1
KDR|FLT4
KDR|NGFR
KDR|MET
KDR|PDGFRA
KDR|PDGFRB
KDR|TEK
KDR|FLT3
KDR|NTRK1
KDR|NTRK2
INSR|PI3K/Akt signaling
INSR|FGFR2
INSR|KDR
INSR|FGFR3
INSR|IGF1R
INSR|KIT
INSR|FGFR1
INSR|EPHA2
INSR|EGFR
INSR|CSF1R
INSR|FGFR4
INSR|FLT1
INSR|FLT4
INSR|NGFR
INSR|MET
INSR|PDGFRA
INSR|PDGFRB
INSR|TEK
INSR|FLT3
INSR|NTRK1
INSR|NTRK2
FGFR3|PI3K/Akt signaling
FGFR3|FGFR2
FGFR3|KDR
FGFR3|INSR
FGFR3|IGF1R
FGFR3|KIT
FGFR3|FGFR1
FGFR3|EPHA2
FGFR3|EGFR
FGFR3|CSF1R
FGFR3|FGFR4
FGFR3|FLT1
FGFR3|FLT4
FGFR3|NGFR
FGFR3|MET
FGFR3|PDGFRA
FGFR3|PDGFRB
FGFR3|TEK
FGFR3|FLT3
FGFR3|NTRK1
FGFR3|NTRK2
IGF1R|PI3K/Akt signaling
IGF1R|FGFR2
IGF1R|KDR
IGF1R|INSR
IGF1R|FGFR3
IGF1R|KIT
IGF1R|FGFR1
IGF1R|EPHA2
IGF1R|EGFR
IGF1R|CSF1R
IGF1R|FGFR4
IGF1R|FLT1
IGF1R|FLT4
IGF1R|NGFR
IGF1R|MET
IGF1R|PDGFRA
IGF1R|PDGFRB
IGF1R|TEK
IGF1R|FLT3
IGF1R|NTRK1
IGF1R|NTRK2
KIT|PI3K/Akt signaling
KIT|FGFR2
KIT|KDR
KIT|INSR
KIT|FGFR3
KIT|IGF1R
KIT|FGFR1
KIT|EPHA2
KIT|EGFR
KIT|CSF1R
KIT|FGFR4
KIT|FLT1
KIT|FLT4
KIT|NGFR
KIT|MET
KIT|PDGFRA
KIT|PDGFRB
KIT|TEK
KIT|FLT3
KIT|NTRK1
KIT|NTRK2
FGFR1|PI3K/Akt signaling
FGFR1|FGFR2
FGFR1|KDR
FGFR1|INSR
FGFR1|FGFR3
FGFR1|IGF1R
FGFR1|KIT
FGFR1|EPHA2
FGFR1|EGFR
FGFR1|CSF1R
FGFR1|FGFR4
FGFR1|FLT1
FGFR1|FLT4
FGFR1|NGFR
FGFR1|MET
FGFR1|PDGFRA
FGFR1|PDGFRB
FGFR1|TEK
FGFR1|FLT3
FGFR1|NTRK1
FGFR1|NTRK2
EPHA2|PI3K/Akt signaling
EPHA2|FGFR2
EPHA2|KDR
EPHA2|INSR
EPHA2|FGFR3
EPHA2|IGF1R
EPHA2|KIT
EPHA2|FGFR1
EPHA2|EGFR
EPHA2|CSF1R
EPHA2|FGFR4
EPHA2|FLT1
EPHA2|FLT4
EPHA2|NGFR
EPHA2|MET
EPHA2|PDGFRA
EPHA2|PDGFRB
EPHA2|TEK
EPHA2|FLT3
EPHA2|NTRK1
EPHA2|NTRK2
EGFR|PI3K/Akt signaling
EGFR|FGFR2
EGFR|KDR
EGFR|INSR
EGFR|FGFR3
EGFR|IGF1R
EGFR|KIT
EGFR|FGFR1
EGFR|EPHA2
EGFR|CSF1R
EGFR|FGFR4
EGFR|FLT1
EGFR|FLT4
EGFR|NGFR
EGFR|MET
EGFR|PDGFRA
EGFR|PDGFRB
EGFR|TEK
EGFR|FLT3
EGFR|NTRK1
EGFR|NTRK2
CSF1R|PI3K/Akt signaling
CSF1R|FGFR2
CSF1R|KDR
CSF1R|INSR
CSF1R|FGFR3
CSF1R|IGF1R
CSF1R|KIT
CSF1R|FGFR1
CSF1R|EPHA2
CSF1R|EGFR
CSF1R|FGFR4
CSF1R|FLT1
CSF1R|FLT4
CSF1R|NGFR
CSF1R|MET
CSF1R|PDGFRA
CSF1R|PDGFRB
CSF1R|TEK
CSF1R|FLT3
CSF1R|NTRK1
CSF1R|NTRK2
FGFR4|PI3K/Akt signaling
