source|target|source_label|target_label|source_id|target_id
MAPK|CREB1|MAPK|CREB1|http://purl.obolibrary.org/obo/PR_000000019|http://www.ncbi.nlm.nih.gov/gene/1385
AP2B1|GABRP|AP2B1|GABRP|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2568
AP2B1|GABRE|AP2B1|GABRE|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2564
AP2B1|GABRD|AP2B1|GABRD|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2563
AP2B1|GABRG3|AP2B1|GABRG3|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2567
AP2B1|GABRG2|AP2B1|GABRG2|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2566
AP2B1|GABRG1|AP2B1|GABRG1|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2565
AP2B1|GABRB3|AP2B1|GABRB3|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2562
AP2B1|GABRQ|AP2B1|GABRQ|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/55879
AP2B1|GABRB2|AP2B1|GABRB2|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2561
AP2B1|GABRA6|AP2B1|GABRA6|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2559
AP2B1|GABRA5|AP2B1|GABRA5|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2558
AP2B1|GABRA4|AP2B1|GABRA4|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2557
AP2B1|GABRA3|AP2B1|GABRA3|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2556
AP2B1|GABRA2|AP2B1|GABRA2|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2555
AP2A2|GABRQ|AP2A2|GABRQ|http://www.ncbi.nlm.nih.gov/gene/161|http://www.ncbi.nlm.nih.gov/gene/55879
AP2A2|GABRP|AP2A2|GABRP|http://www.ncbi.nlm.nih.gov/gene/161|http://www.ncbi.nlm.nih.gov/gene/2568
AP2B1|GABRB1|AP2B1|GABRB1|http://www.ncbi.nlm.nih.gov/gene/163|http://www.ncbi.nlm.nih.gov/gene/2560
GABRA2|GABRA3|GABRA2|GABRA3|http://www.ncbi.nlm.nih.gov/gene/2555|http://www.ncbi.nlm.nih.gov/gene/2556
