source|target|source_label|target_label|source_id|target_id
PLCB1|IP3|PLCB1|IP3|http://www.ncbi.nlm.nih.gov/gene/23236|http://purl.obolibrary.org/obo/CHEBI_16595
Na+|Na+|Na+|Na+|http://purl.obolibrary.org/obo/CHEBI_29101|http://purl.obolibrary.org/obo/CHEBI_29101
GRM1|GNA14|GRM1|GNA14|http://www.ncbi.nlm.nih.gov/gene/2911|http://www.ncbi.nlm.nih.gov/gene/9630
DAG|PRKCG|DAG|PRKCG|http://purl.obolibrary.org/obo/CHEBI_18035|http://www.ncbi.nlm.nih.gov/gene/5582
GNAQ|GNA11|GNAQ|GNA11|http://www.ncbi.nlm.nih.gov/gene/2776|http://www.ncbi.nlm.nih.gov/gene/2767
GNAQ|GNA14|GNAQ|GNA14|http://www.ncbi.nlm.nih.gov/gene/2776|http://www.ncbi.nlm.nih.gov/gene/9630
GNAQ|GNA15|GNAQ|GNA15|http://www.ncbi.nlm.nih.gov/gene/2776|http://www.ncbi.nlm.nih.gov/gene/2769
GNA11|GNA14|GNA11|GNA14|http://www.ncbi.nlm.nih.gov/gene/2767|http://www.ncbi.nlm.nih.gov/gene/9630
GNA11|GNA15|GNA11|GNA15|http://www.ncbi.nlm.nih.gov/gene/2767|http://www.ncbi.nlm.nih.gov/gene/2769
GRIA4|Na+|GRIA4|Na+|http://www.ncbi.nlm.nih.gov/gene/2893|http://purl.obolibrary.org/obo/CHEBI_29101
GNA14|GNA15|GNA14|GNA15|http://www.ncbi.nlm.nih.gov/gene/9630|http://www.ncbi.nlm.nih.gov/gene/2769
GRIA4|GRIA4|GRIA4|GRIA4|http://www.ncbi.nlm.nih.gov/gene/2893|http://www.ncbi.nlm.nih.gov/gene/2893
GRIA1|GRIA1|GRIA1|GRIA1|http://www.ncbi.nlm.nih.gov/gene/2890|http://www.ncbi.nlm.nih.gov/gene/2890
PLCB1|PLCB1|PLCB1|PLCB1|http://www.ncbi.nlm.nih.gov/gene/23236|http://www.ncbi.nlm.nih.gov/gene/23236
PLCB3|PLCB3|PLCB3|PLCB3|http://www.ncbi.nlm.nih.gov/gene/5331|http://www.ncbi.nlm.nih.gov/gene/5331
PLCB4|PLCB4|PLCB4|PLCB4|http://www.ncbi.nlm.nih.gov/gene/5332|http://www.ncbi.nlm.nih.gov/gene/5332
CACNA1A|PRKCG|CACNA1A|PRKCG|http://www.ncbi.nlm.nih.gov/gene/773|http://www.ncbi.nlm.nih.gov/gene/5582
ATP2B2|PRKCG|ATP2B2|PRKCG|http://www.ncbi.nlm.nih.gov/gene/491|http://www.ncbi.nlm.nih.gov/gene/5582
IP3R1|PRKCG|IP3R1|PRKCG|http://www.ncbi.nlm.nih.gov/gene/3708|http://www.ncbi.nlm.nih.gov/gene/5582
PRKCG|Na+|PRKCG|Na+|http://www.ncbi.nlm.nih.gov/gene/5582|http://purl.obolibrary.org/obo/CHEBI_29101
PRKCG|GRIA1|PRKCG|GRIA1|http://www.ncbi.nlm.nih.gov/gene/5582|http://www.ncbi.nlm.nih.gov/gene/2890
GRIA3|GRIA4|GRIA3|GRIA4|http://www.ncbi.nlm.nih.gov/gene/2892|http://www.ncbi.nlm.nih.gov/gene/2893
GRIA1|GRIA4|GRIA1|GRIA4|http://www.ncbi.nlm.nih.gov/gene/2890|http://www.ncbi.nlm.nih.gov/gene/2893
PRKCG|GRIA3|PRKCG|GRIA3|http://www.ncbi.nlm.nih.gov/gene/5582|http://www.ncbi.nlm.nih.gov/gene/2892
PLCB1|PLCB3|PLCB1|PLCB3|http://www.ncbi.nlm.nih.gov/gene/23236|http://www.ncbi.nlm.nih.gov/gene/5331
PLCB1|PLCB4|PLCB1|PLCB4|http://www.ncbi.nlm.nih.gov/gene/23236|http://www.ncbi.nlm.nih.gov/gene/5332
PLCB3|IP3|PLCB3|IP3|http://www.ncbi.nlm.nih.gov/gene/5331|http://purl.obolibrary.org/obo/CHEBI_16595
PLCB3|DAG|PLCB3|DAG|http://www.ncbi.nlm.nih.gov/gene/5331|http://purl.obolibrary.org/obo/CHEBI_18035
PLCB3|PLCB4|PLCB3|PLCB4|http://www.ncbi.nlm.nih.gov/gene/5331|http://www.ncbi.nlm.nih.gov/gene/5332
PLCB3|GNA11|PLCB3|GNA11|http://www.ncbi.nlm.nih.gov/gene/5331|http://www.ncbi.nlm.nih.gov/gene/2767
PLCB4|IP3|PLCB4|IP3|http://www.ncbi.nlm.nih.gov/gene/5332|http://purl.obolibrary.org/obo/CHEBI_16595
GRIA3|GRIA3|GRIA3|GRIA3|http://www.ncbi.nlm.nih.gov/gene/2892|http://www.ncbi.nlm.nih.gov/gene/2892
PLCB1|DAG|PLCB1|DAG|http://www.ncbi.nlm.nih.gov/gene/23236|http://purl.obolibrary.org/obo/CHEBI_18035
PLCB4|DAG|PLCB4|DAG|http://www.ncbi.nlm.nih.gov/gene/5332|http://purl.obolibrary.org/obo/CHEBI_18035
RYR3|PRKCG|RYR3|PRKCG|http://www.ncbi.nlm.nih.gov/gene/6263|http://www.ncbi.nlm.nih.gov/gene/5582
PRKCG|GRIA4|PRKCG|GRIA4|http://www.ncbi.nlm.nih.gov/gene/5582|http://www.ncbi.nlm.nih.gov/gene/2893
PDK1|PRKCG|PDK1|PRKCG|http://www.ncbi.nlm.nih.gov/gene/5163|http://www.ncbi.nlm.nih.gov/gene/5582
PIP2|IP3|PIP2|IP3|http://purl.obolibrary.org/obo/CHEBI_18348|http://purl.obolibrary.org/obo/CHEBI_16595
PIP2|DAG|PIP2|DAG|http://purl.obolibrary.org/obo/CHEBI_18348|http://purl.obolibrary.org/obo/CHEBI_18035
IP3|IP3R1|IP3|IP3R1|http://purl.obolibrary.org/obo/CHEBI_16595|http://www.ncbi.nlm.nih.gov/gene/3708
GRIA1|Na+|GRIA1|Na+|http://www.ncbi.nlm.nih.gov/gene/2890|http://purl.obolibrary.org/obo/CHEBI_29101
GRIA1|GRIA3|GRIA1|GRIA3|http://www.ncbi.nlm.nih.gov/gene/2890|http://www.ncbi.nlm.nih.gov/gene/2892
PRKCG|PRKCG|PRKCG|PRKCG|http://www.ncbi.nlm.nih.gov/gene/5582|http://www.ncbi.nlm.nih.gov/gene/5582
GRIA3|Na+|GRIA3|Na+|http://www.ncbi.nlm.nih.gov/gene/2892|http://purl.obolibrary.org/obo/CHEBI_29101
IP3|PDK1|IP3|PDK1|http://purl.obolibrary.org/obo/CHEBI_16595|http://www.ncbi.nlm.nih.gov/gene/5163
