,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
0,CDH1,EKA5Y,c4cf5,99.30107972383477,79.49307396085922,80.0,20.0,#None,Entrez Gene,999,POINT (99.30107972383477 79.49307396085922)
1,CDH10,3GFQO,c4cf5,179.2410025115626,119.2219503167185,80.0,20.0,#None,Entrez Gene,1008,POINT (179.2410025115626 119.2219503167185)
2,CDH11,689OS,c4cf5,179.2410025115626,139.22195031671848,80.0,20.0,#None,Entrez Gene,1009,POINT (179.2410025115626 139.22195031671848)
3,CDH12,K7OAD,c4cf5,179.2410025115626,159.22195031671848,80.0,20.0,#None,Entrez Gene,1010,POINT (179.2410025115626 159.22195031671848)
4,CDH13,G5MP2,c4cf5,179.2410025115626,179.2219503167185,80.0,20.0,#None,Entrez Gene,1012,POINT (179.2410025115626 179.2219503167185)
5,CDH15,11B1O,c4cf5,179.2410025115626,199.2219503167185,80.0,20.0,#None,Entrez Gene,1013,POINT (179.2410025115626 199.2219503167185)
6,CDH16,22E7O,c4cf5,259.18730201901724,79.30499588062386,80.0,20.0,#None,Entrez Gene,1014,POINT (259.18730201901724 79.30499588062386)
7,CDH17,AWXPF,c4cf5,259.18730201901724,99.30499588062386,80.0,20.0,#None,Entrez Gene,1015,POINT (259.18730201901724 99.30499588062386)
8,CDH18,5V9C7,c4cf5,259.18730201901724,119.30499588062386,80.0,20.0,#None,Entrez Gene,1016,POINT (259.18730201901724 119.30499588062386)
9,CDH19,K4XCQ,c4cf5,259.18730201901724,139.30499588062398,80.0,20.0,#None,Entrez Gene,28513,POINT (259.18730201901724 139.30499588062398)
10,CDH2,SEQS6,c4cf5,99.30107972383477,99.49307396085922,80.0,20.0,#None,Entrez Gene,1000,POINT (99.30107972383477 99.49307396085922)
11,CDH20,92RMV,c4cf5,259.18730201901724,159.3049958806241,80.0,20.0,#None,Entrez Gene,28316,POINT (259.18730201901724 159.3049958806241)
12,CDH22,ZNKJE,c4cf5,259.18730201901724,179.30499588062412,80.0,20.0,#None,Entrez Gene,64405,POINT (259.18730201901724 179.30499588062412)
13,CDH24,3U42Q,c4cf5,259.18730201901724,199.30499588062412,80.0,20.0,#None,Entrez Gene,64403,POINT (259.18730201901724 199.30499588062412)
14,CDH3,98ILS,c4cf5,99.30107972383477,119.49307396085928,80.0,20.0,#None,Entrez Gene,1001,POINT (99.30107972383477 119.49307396085928)
15,CDH4,GNXUC,c4cf5,99.30107972383477,139.49307396085928,80.0,20.0,#None,Entrez Gene,1002,POINT (99.30107972383477 139.49307396085928)
16,CDH5,3EAEH,c4cf5,99.58619376945232,158.7277678384091,80.0,20.0,#None,Entrez Gene,1003,POINT (99.58619376945232 158.7277678384091)
17,CDH6,D3BDW,c4cf5,99.58619376945232,178.7277678384091,80.0,20.0,#None,Entrez Gene,1004,POINT (99.58619376945232 178.7277678384091)
18,CDH7,D63S0,c4cf5,99.58619376945232,198.72776783840916,80.0,20.0,#None,Entrez Gene,1005,POINT (99.58619376945232 198.72776783840916)
19,CDH8,O6O46,c4cf5,179.2410025115626,79.2219503167185,80.0,20.0,#None,Entrez Gene,1006,POINT (179.2410025115626 79.2219503167185)
20,CDH9,EM0E2,c4cf5,179.2410025115626,99.2219503167185,80.0,20.0,#None,Entrez Gene,1007,POINT (179.2410025115626 99.2219503167185)
21,PRKACA,98TB7,fdd77,212.05739832080593,358.24339942938514,80.0,20.0,#None,Entrez Gene,5566,POINT (212.05739832080593 358.24339942938514)
22,PRKACB,BPVBI,fdd77,212.05739832080593,378.24339942938514,80.0,20.0,#None,Entrez Gene,5567,POINT (212.05739832080593 378.24339942938514)
23,PRKACG,DMVAU,fdd77,212.05739832080593,398.2433994293852,80.0,20.0,#None,Entrez Gene,5568,POINT (212.05739832080593 398.2433994293852)
24,PRKAR1A,EEZ6O,fdd77,292.84698774059245,337.8603064127046,80.0,20.0,#None,Entrez Gene,5573,POINT (292.84698774059245 337.8603064127046)
25,PRKAR2A,IVKUJ,fdd77,292.84698774059245,377.8603064127046,80.0,20.0,#None,Entrez Gene,5576,POINT (292.84698774059245 377.8603064127046)
26,PRKAR2B,XZL2K,fdd77,292.84698774059245,397.86030641270463,80.0,20.0,#None,Entrez Gene,5577,POINT (292.84698774059245 397.86030641270463)
27,ITGA1,PD9ZI,eab0d,666.0885304896505,26.857705729033604,80.0,20.0,#None,HGNC,ITGA1,POINT (666.0885304896505 26.857705729033604)
