S|P|O|S_ID|P_ID|O_ID
TrkB|causes or contributes to condition|Epileptic spasm|http://www.ncbi.nlm.nih.gov/gene/4915|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0011097
valproic acid|is substance that treats|Epileptic spasm|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0011097
valproic acid|interacts with|C/EBP10A𝛽|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/1051
δ-secretase|participates_in|MHC class II antigen presentation|http://www.ncbi.nlm.nih.gov/gene/5641|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2132295
polypeptide|participates_in|MHC class II antigen presentation|http://purl.obolibrary.org/obo/CHEBI_15841|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2132295
Amyloid-beta|subClassOf|polypeptide|http://purl.obolibrary.org/obo/CHEBI_64645|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/CHEBI_15841
diazinon|interacts with|PP2A|http://purl.obolibrary.org/obo/CHEBI_34682|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5516
diazinon|is substance that treats|Increased body weight|http://purl.obolibrary.org/obo/CHEBI_34682|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0004324
Microtubule-associated protein tau|causes or contributes to condition|Increased body weight|http://www.ncbi.nlm.nih.gov/gene/4137|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0004324
Microtubule-associated protein tau|causes or contributes to condition|Splenomegaly|http://www.ncbi.nlm.nih.gov/gene/4137|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0001744
fibroblastic neoplasm|has phenotype|Splenomegaly|http://purl.obolibrary.org/obo/MONDO_0006209|http://purl.obolibrary.org/obo/RO_0002200|http://purl.obolibrary.org/obo/HP_0001744
fibroblastic neoplasm|disease has location|fibroblast|http://purl.obolibrary.org/obo/MONDO_0006209|http://purl.obolibrary.org/obo/RO_0004026|http://purl.obolibrary.org/obo/CL_0000057
fibroblastic neoplasm|disease arises from structure|fibroblast|http://purl.obolibrary.org/obo/MONDO_0006209|http://purl.obolibrary.org/obo/RO_0004030|http://purl.obolibrary.org/obo/CL_0000057
AG10788 cell|derives_from|fibroblast|http://purl.obolibrary.org/obo/CLO_0021509|http://purl.obolibrary.org/obo/RO_0001000|http://purl.obolibrary.org/obo/CL_0000057
AG10788 cell|is disease model for|Alzheimer's disease|http://purl.obolibrary.org/obo/CLO_0021509|http://purl.obolibrary.org/obo/CLO_0000179|http://www.ebi.ac.uk/efo/EFO_0000249
Microtubule-associated protein tau|causes or contributes to condition|late-onset Parkinson disease|http://www.ncbi.nlm.nih.gov/gene/4137|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0008199
late-onset Parkinson disease|has phenotype|Lewy bodies|http://purl.obolibrary.org/obo/MONDO_0008199|http://purl.obolibrary.org/obo/RO_0002200|http://purl.obolibrary.org/obo/HP_0100315
TrkB|causes or contributes to condition|Lewy bodies|http://www.ncbi.nlm.nih.gov/gene/4915|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100315
δ-secretase|participates_in|Immune System|http://www.ncbi.nlm.nih.gov/gene/5641|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-168256
Src-like-adapter 2 (human)|participates_in|Immune System|http://purl.obolibrary.org/obo/PR_Q9H6Q3|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-168256
Src-like-adapter 2 (human)|participates_in|B cell mediated immunity|http://purl.obolibrary.org/obo/PR_Q9H6Q3|http://purl.obolibrary.org/obo/RO_0000056|http://purl.obolibrary.org/obo/GO_0019724
B cell|capable of|B cell mediated immunity|http://purl.obolibrary.org/obo/CL_0000236|http://purl.obolibrary.org/obo/RO_0002215|http://purl.obolibrary.org/obo/GO_0019724
AG12990 cell|derives_from|B cell|http://purl.obolibrary.org/obo/CLO_0022675|http://purl.obolibrary.org/obo/RO_0001000|http://purl.obolibrary.org/obo/CL_0000236
AG12990 cell|is disease model for|Alzheimer's disease|http://purl.obolibrary.org/obo/CLO_0022675|http://purl.obolibrary.org/obo/CLO_0000179|http://www.ebi.ac.uk/efo/EFO_0000249
α-synuclein|causes or contributes to condition|Neurodegeneration|http://www.ncbi.nlm.nih.gov/gene/6622|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002180
DOPAL|is substance that treats|Neurodegeneration|http://purl.obolibrary.org/obo/CHEBI_27978|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0002180
DOPAL|subClassOf|phenylacetaldehydes|http://purl.obolibrary.org/obo/CHEBI_27978|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/CHEBI_25973
(4-hydroxyphenyl)acetaldehyde|subClassOf|phenylacetaldehydes|http://purl.obolibrary.org/obo/CHEBI_15621|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/CHEBI_25973
(4-hydroxyphenyl)acetaldehyde|participates_in|Metabolism|http://purl.obolibrary.org/obo/CHEBI_15621|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1430728
δ-secretase|participates_in|Metabolism|http://www.ncbi.nlm.nih.gov/gene/5641|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1430728
STAT1|participates_in|Immune System|http://www.ncbi.nlm.nih.gov/gene/6772|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-168256
SET|causes or contributes to condition|Intellectual disability|http://www.ncbi.nlm.nih.gov/gene/6418|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0001249
