source|target|source_label|target_label|source_id|target_id
FGFR2|KDR|FGFR2|KDR|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/3791
FGFR2|INSR|FGFR2|INSR|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/3643
FGFR2|FGFR3|FGFR2|FGFR3|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/2261
FGFR2|IGF1R|FGFR2|IGF1R|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/3480
FGFR2|KIT|FGFR2|KIT|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/3815
FGFR2|FGFR1|FGFR2|FGFR1|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/2260
FGFR2|EPHA2|FGFR2|EPHA2|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/1969
FGFR2|EGFR|FGFR2|EGFR|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/1956
FGFR2|CSF1R|FGFR2|CSF1R|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/1436
FGFR2|FGFR4|FGFR2|FGFR4|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/2264
FGFR2|FLT1|FGFR2|FLT1|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/2321
FGFR2|FLT4|FGFR2|FLT4|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/2324
FGFR2|NGFR|FGFR2|NGFR|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/4804
FGFR2|MET|FGFR2|MET|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/4233
FGFR2|PDGFRA|FGFR2|PDGFRA|http://www.ncbi.nlm.nih.gov/gene/2263|http://www.ncbi.nlm.nih.gov/gene/5156
