source|target|source_label|target_label|source_id|target_id
RAC1|RAC1|RAC1|RAC1|http://www.ncbi.nlm.nih.gov/gene/5879|http://www.ncbi.nlm.nih.gov/gene/5879
CDH11|CDH11|CDH11|CDH11|http://www.ncbi.nlm.nih.gov/gene/1009|http://www.ncbi.nlm.nih.gov/gene/1009
CDH11|TIAM1|CDH11|TIAM1|http://www.ncbi.nlm.nih.gov/gene/1009|http://www.ncbi.nlm.nih.gov/gene/7074
CDH11|TRIO|CDH11|TRIO|http://www.ncbi.nlm.nih.gov/gene/1009|http://www.ncbi.nlm.nih.gov/gene/7204
TIAM1|TRIO|TIAM1|TRIO|http://www.ncbi.nlm.nih.gov/gene/7074|http://www.ncbi.nlm.nih.gov/gene/7204
EPHB3|EPHB3|EPHB3|EPHB3|http://www.ncbi.nlm.nih.gov/gene/2049|http://www.ncbi.nlm.nih.gov/gene/2049
EPHB1|EPHB1|EPHB1|EPHB1|http://www.ncbi.nlm.nih.gov/gene/2047|http://www.ncbi.nlm.nih.gov/gene/2047
SORT1|SORT1|SORT1|SORT1|http://www.ncbi.nlm.nih.gov/gene/6272|http://www.ncbi.nlm.nih.gov/gene/6272
EPHB6|EPHB6|EPHB6|EPHB6|http://www.ncbi.nlm.nih.gov/gene/2051|http://www.ncbi.nlm.nih.gov/gene/2051
JUN|TWIST1|JUN|TWIST1|http://www.ncbi.nlm.nih.gov/gene/3725|http://www.ncbi.nlm.nih.gov/gene/7291
EPHB2|EPHB2|EPHB2|EPHB2|http://www.ncbi.nlm.nih.gov/gene/2048|http://www.ncbi.nlm.nih.gov/gene/2048
EPHB2|SORT1|EPHB2|SORT1|http://www.ncbi.nlm.nih.gov/gene/2048|http://www.ncbi.nlm.nih.gov/gene/6272
EPHB6|SORT1|EPHB6|SORT1|http://www.ncbi.nlm.nih.gov/gene/2051|http://www.ncbi.nlm.nih.gov/gene/6272
EPHB3|SORT1|EPHB3|SORT1|http://www.ncbi.nlm.nih.gov/gene/2049|http://www.ncbi.nlm.nih.gov/gene/6272
BDNF|SORT1|BDNF|SORT1|http://www.ncbi.nlm.nih.gov/gene/627|http://www.ncbi.nlm.nih.gov/gene/6272
TRIO|TRIO|TRIO|TRIO|http://www.ncbi.nlm.nih.gov/gene/7204|http://www.ncbi.nlm.nih.gov/gene/7204
TIAM1|TIAM1|TIAM1|TIAM1|http://www.ncbi.nlm.nih.gov/gene/7074|http://www.ncbi.nlm.nih.gov/gene/7074
EPHB1|AKT2|EPHB1|AKT2|http://www.ncbi.nlm.nih.gov/gene/2047|http://www.ncbi.nlm.nih.gov/gene/208
EPHB1|AKT1|EPHB1|AKT1|http://www.ncbi.nlm.nih.gov/gene/2047|http://www.ncbi.nlm.nih.gov/gene/207
