Source,Target,edgeID,signal,color
"Sparc","Cell adhesion","id11203eaa","a","#000000"
"Sparc","PAI-1","e26ca_a8e65_unlabeled","a","#unlabeled"
"Sparc","Periostin","e26ca_f6176_unlabeled","a","#unlabeled"
"POSTN","Periostin","id1e336d19","a","#000000"
"Periostin","ECM degradation","idbf86c2c7","a","#000000"
"Periostin","Sparc","f6176_e26ca_unlabeled","a","#unlabeled"
"14-3-3","TAZ","af70b_ea681_1","a","#nan"
"14-3-3","Smad2","id244012a6","a","#000000"
"14-3-3","Smad3","id244012a6","a","#000000"
"14-3-3","Smad4","id244012a6","a","#000000"
"TAZ","CNN2","id3662a204","a","#000000"
"TAZ","POSTN","id459b8697","a","#000000"
"TAZ","SERPINE1","id54715f69","a","#000000"
"TAZ","SPARC","id595c7362","a","#000000"
"TAZ","TAZ","id244012a6","a","#000000"
"TAZ","Smad2","cbcbc_a8b49_e8a92_ecec5_1","a","#nan"
"TAZ","Smad3","cbcbc_a8b49_e8a92_ecec5_1","a","#nan"
"TAZ","Smad4","cbcbc_a8b49_e8a92_ecec5_1","a","#nan"
"TAZ","14-3-3","af70b_ea681_2","a","#nan"
"Smad2","CNN2","id3662a204","a","#000000"
"Smad2","POSTN","id459b8697","a","#000000"
"Smad2","SERPINE1","id54715f69","a","#000000"
"Smad2","SPARC","id595c7362","a","#000000"
"Smad2","TAZ","cbcbc_a8b49_e8a92_ecec5_2","a","#nan"
"Smad2","Smad2","id6df88176","a","#000000"
"Smad2","Smad3","f6eb0_c7605_unlabeled","a","#unlabeled"
"Smad2","Smad4","cbcbc_a8b49_e8a92_ecec5_2","a","#nan"
"Smad2","TGFβ-II-R","ba3a1_de268_unlabeled","a","#unlabeled"
"Smad3","CNN2","id3662a204","a","#000000"
"Smad3","POSTN","id459b8697","a","#000000"
"Smad3","SERPINE1","id54715f69","a","#000000"
"Smad3","SPARC","id595c7362","a","#000000"
"Smad3","TAZ","cbcbc_a8b49_e8a92_ecec5_3","a","#nan"
"Smad3","Smad2","c7605_f6eb0_unlabeled","a","#unlabeled"
"Smad3","Smad3","f0eaa","a","#000000"
"Smad3","Smad4","c7605_ffc09_unlabeled","a","#unlabeled"
"Smad4","CNN2","id3662a204","a","#000000"
"Smad4","POSTN","id459b8697","a","#000000"
"Smad4","SERPINE1","id54715f69","a","#000000"
"Smad4","SPARC","id595c7362","a","#000000"
"Smad4","TAZ","cbcbc_a8b49_e8a92_ecec5_4","a","#nan"
"Smad4","Smad2","cbcbc_a8b49_e8a92_ecec5_4","a","#nan"
"Smad4","Smad3","ffc09_c7605_unlabeled","a","#unlabeled"
"Smad4","Smad4","id6df88176","a","#000000"
"CNN2","CTFG","d13e3","a","#000000"
"ECM proteins","ECM proteins","idec455bcc","a","#000000"
"SERPINE1","PAI-1","d7f3c","a","#000000"
"SPARC","Sparc","b6200","a","#000000"
"PAI-1","Proliferation","id608d119a","a","#000000"
"PAI-1","Sparc","a8e65_e26ca_unlabeled","a","#unlabeled"
"CTFG","Migration","iddba125bb","a","#000000"
"TGFβ-I-R","Smad2","f0eaa","a","#000000"
"TGFβ-I-R","Smad3","f0eaa","a","#000000"
"TGFβ-I-R","TGFβ-II-R","bff42_de268_unlabeled","a","#unlabeled"
"TGFβ-I-R","TGFβ-III-R","bff42_a70c6_unlabeled","a","#unlabeled"
"TGF-β","TGFβ-II-R","f9fcd_de268_unlabeled","a","#unlabeled"
"TGFβ-II-R","TGFβ-I-R","de268_bff42_unlabeled","a","#unlabeled"
"TGFβ-II-R","Smad2","de268_ba3a1_unlabeled","a","#unlabeled"
"TGFβ-II-R","TGF-β","de268_f9fcd_unlabeled","a","#unlabeled"
"TGFβ-II-R","TGFβ-III-R","de268_a70c6_unlabeled","a","#unlabeled"
"TGFβ-III-R","TGFβ-I-R","a70c6_bff42_unlabeled","a","#unlabeled"
"TGFβ-III-R","TGFβ-II-R","a70c6_de268_unlabeled","a","#unlabeled"
