,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
0,ACTA1,53T3L,,601.0,113.0,80.0,20.0,#None,Entrez Gene,58,POINT (601 113)
1,ACTA2,IRYPV,,601.0,133.0,80.0,20.0,#None,Entrez Gene,59,POINT (601 133)
2,MAPK10,HTWGI,cbddc,103.24815361890693,571.0,80.0,20.0,#None,Entrez Gene,5602,POINT (103.24815361890693 571)
3,STK3,YC7RM,da96c,446.0,262.0,80.0,20.0,#None,Entrez Gene,6788,POINT (446 262)
4,PAK1,I0SQE,c998f,186.9542097488922,404.18316100443144,80.0,20.0,#None,Entrez Gene,5058,POINT (186.9542097488922 404.18316100443144)
5,PAK2,OR5GM,c998f,186.9542097488922,424.18316100443144,80.0,20.0,#None,Entrez Gene,5062,POINT (186.9542097488922 424.18316100443144)
6,PAK3,O97XD,c998f,186.9542097488922,444.18316100443144,80.0,20.0,#None,Entrez Gene,5063,POINT (186.9542097488922 444.18316100443144)
7,PAK4,5EIQM,c998f,186.9542097488922,464.18316100443144,80.0,20.0,#None,Entrez Gene,10298,POINT (186.9542097488922 464.18316100443144)
8,PAK5,G63Y3,c998f,186.9542097488922,484.18316100443144,80.0,20.0,#None,Entrez Gene,57144,POINT (186.9542097488922 484.18316100443144)
9,PAK6,ANZV3,c998f,186.9542097488922,504.18316100443155,80.0,20.0,#None,Entrez Gene,56924,POINT (186.9542097488922 504.18316100443155)
10,SAV1,FHXBG,da96c,374.0,255.0,80.0,20.0,#None,Entrez Gene,60485,POINT (374 255)
11,TEAD2,K6006,af896,449.47710487444607,705.6070901033987,80.0,20.0,#None,Entrez Gene,8463,POINT (449.47710487444607 705.6070901033987)
12,TEAD3,LK6Z9,af896,449.47710487444607,725.6070901033987,80.0,20.0,#None,Entrez Gene,7005,POINT (449.47710487444607 725.6070901033987)
13,TEAD4,APLOZ,af896,449.47710487444607,745.6070901033987,80.0,20.0,#None,Entrez Gene,7004,POINT (449.47710487444607 745.6070901033987)
14,WWTR1,a24de,fadd9,448.0,550.0192023633684,80.0,20.0,#None,Entrez Gene,25937,POINT (448 550.0192023633684)
15,ITGB5,a30c8,cbee3,187.59231905465273,927.1787296898098,90.0,25.0,#None,Ensembl,ENSG00000082781,POINT (187.59231905465273 927.1787296898098)
16,YWHAQ,a4f21,,601.0,539.5420974889223,80.0,20.0,#None,Entrez Gene,10971,POINT (601 539.5420974889223)
17,MAPK8,a6629,cbddc,103.24815361890693,551.0,80.0,20.0,#None,Entrez Gene,5599,POINT (103.24815361890693 551)
18,ACTC1,a93c5,,601.0,173.0,80.0,20.0,#None,Entrez Gene,70,POINT (601 173)
19,MAP4K2,a9f7e,c0fb1,680.945347119647,391.3220088626291,90.0,25.0,#None,Ensembl,ENSG00000168067,POINT (680.945347119647 391.3220088626291)
20,SRC,aeba2,,303.38552437223024,538.5420974889221,80.0,20.0,#None,Entrez Gene,6714,POINT (303.38552437223024 538.5420974889221)
21,ACTB,b3039,,601.0,153.0,80.0,20.0,#None,Entrez Gene,60,POINT (601 153)
22,ITGB7,b4627,cbee3,187.5923190546528,977.1787296898094,90.0,25.0,#None,Ensembl,ENSG00000139626,POINT (187.5923190546528 977.1787296898094)
23,YAP1,b8a6f,fadd9,448.0,530.0192023633674,80.0,20.0,#None,Entrez Gene,10413,POINT (448 530.0192023633674)
24,ACTG2,bd4d6,,601.0,213.0,80.0,20.0,#None,Entrez Gene,72,POINT (601 213)
25,ITGB8,bde26,cbee3,187.59231905465282,1002.1787296898102,90.0,25.0,#None,Ensembl,ENSG00000105855,POINT (187.59231905465282 1002.1787296898102)
26,ITGB6,c535a,cbee3,187.59231905465276,952.1787296898095,90.0,25.0,#None,Ensembl,ENSG00000115221,POINT (187.59231905465276 952.1787296898095)
27,CDH1,c803a,,68.87148594377506,207.1298527443105,80.0,20.0,#None,Entrez Gene,999,POINT (68.87148594377506 207.1298527443105)
28,MAP4K5,c8dc4,c0fb1,680.9453471196468,466.32200886262916,90.0,25.0,#None,Ensembl,ENSG00000012983,POINT (680.9453471196468 466.32200886262916)
29,SGMS1,cde78,d1fad,386.0,365.0,80.0,20.0,#None,Entrez Gene,259230,POINT (386 365)
30,ITGB4,cf02a,cbee3,187.59231905465276,902.17872968981,90.0,25.0,#None,Ensembl,ENSG00000132470,POINT (187.59231905465276 902.17872968981)
31,MAP4K3,cfc55,c0fb1,680.9453471196468,416.3220088626291,90.0,25.0,#None,Ensembl,ENSG00000011566,POINT (680.9453471196468 416.3220088626291)
32,TEAD1,d4768,af896,449.47710487444607,685.6070901033987,80.0,20.0,#None,Entrez Gene,7003,POINT (449.47710487444607 685.6070901033987)
33,ITGB3,d8196,cbee3,187.5923190546528,877.17872968981,90.0,25.0,#None,Ensembl,ENSG00000259207,POINT (187.5923190546528 877.17872968981)
34,ITGB2,d948b,cbee3,187.5923190546528,852.1787296898101,90.0,25.0,#None,Ensembl,ENSG00000160255,POINT (187.5923190546528 852.1787296898101)
35,ACTG1,dfbd0,,601.0,193.0,80.0,20.0,#None,Entrez Gene,71,POINT (601 193)
36,LATS1,e0fc5,d1fad,447.0,380.0,80.0,20.0,#None,Entrez Gene,9113,POINT (447 380)
37,ITGB1,e1a6b,cbee3,187.5923190546528,827.1787296898102,90.0,25.0,#None,Ensembl,ENSG00000150093,POINT (187.5923190546528 827.1787296898102)
38,LIMD1,e292e,,103.24815361890693,475.47710487444607,80.0,20.0,#None,Entrez Gene,8994,POINT (103.24815361890693 475.47710487444607)
39,NF2,e332a,,570.183161004431,323.47710487444607,80.0,20.0,#None,Entrez Gene,4771,POINT (570.183161004431 323.47710487444607)
40,MAP4K4,f0319,c0fb1,680.945347119647,441.32200886262916,90.0,25.0,#None,Ensembl,ENSG00000071054,POINT (680.945347119647 441.32200886262916)
41,STK4,f3374,da96c,446.0,281.0,80.0,20.0,#None,Entrez Gene,4485,POINT (446 281)
42,MAP4K1,f56e7,c0fb1,680.9453471196471,366.3220088626291,90.0,25.0,#None,Ensembl,ENSG00000104814,POINT (680.9453471196471 366.3220088626291)
43,MAPK9,fde41,cbddc,103.24815361890693,591.0,80.0,20.0,#None,Entrez Gene,5601,POINT (103.24815361890693 591)
44,CTNNB1,fe64f,,123.15930388219533,186.07764390896932,90.0,25.0,#None,Ensembl,ENSG00000168036,POINT (123.15930388219533 186.07764390896932)
45,CDH1,9XAAS,,3.6947791164658526,228.33868808567604,80.0,20.0,#None,Entrez Gene,999,POINT (3.6947791164658526 228.33868808567604)
46,NF2,f963c,,344.69867060561285,454.49630723781354,80.0,20.0,#None,Entrez Gene,4771,POINT (344.69867060561285 454.49630723781354)
47,CTNNA1,caad9,,183.52126378482916,208.12583668005368,90.0,25.0,#None,Ensembl,ENSG00000044115,POINT (183.52126378482916 208.12583668005368)
48,a-catenin,f8036,,536.2095946563204,472.18787508478107,90.0,25.0,#None,Unknown,a-catenin,POINT (536.2095946563204 472.18787508478107)
49,a-catenin,eef85,,240.18684760021117,618.0815235338224,90.0,25.0,#None,Unknown,a-catenin,POINT (240.18684760021117 618.0815235338224)
50,CDH1,f31dd,,759.8168330634198,150.6601333942364,80.0,20.0,#None,Entrez Gene,999,POINT (759.8168330634198 150.6601333942364)
51,CTNNB1,b0edb,,721.0470439117372,172.44396591783178,90.0,25.0,#None,Ensembl,ENSG00000168036,POINT (721.0470439117372 172.44396591783178)
52,CDH1,7BZY6,,823.1482503129207,130.51003225111145,80.0,20.0,#None,Entrez Gene,999,POINT (823.1482503129207 130.51003225111145)
53,CTNNA1,a81e4,,697.2140259709449,198.92347331225423,90.0,25.0,#None,Ensembl,ENSG00000044115,POINT (697.2140259709449 198.92347331225423)
