source|target|source_label|target_label|source_id|target_id
STAT1|KRAS|STAT1|KRAS|http://www.ncbi.nlm.nih.gov/gene/6772|http://www.ncbi.nlm.nih.gov/gene/3845
IFNGR2|KRAS|IFNGR2|KRAS|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/3845
IFNGR2|AKT3|IFNGR2|AKT3|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/10000
IFNGR2|STAT5A|IFNGR2|STAT5A|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/6776
IFNGR2|NRAS|IFNGR2|NRAS|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/4893
IFNGR2|AKT1|IFNGR2|AKT1|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/207
IFNGR2|STAT3|IFNGR2|STAT3|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/6774
IFNGR2|HRAS|IFNGR2|HRAS|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/3265
IFNGR2|AKT2|IFNGR2|AKT2|http://www.ncbi.nlm.nih.gov/gene/3460|http://www.ncbi.nlm.nih.gov/gene/208
STAT3|STAT3|STAT3|STAT3|http://www.ncbi.nlm.nih.gov/gene/6774|http://www.ncbi.nlm.nih.gov/gene/6774
STAT3|STAT1|STAT3|STAT1|http://www.ncbi.nlm.nih.gov/gene/6774|http://www.ncbi.nlm.nih.gov/gene/6772
STAT3|STAT5A|STAT3|STAT5A|http://www.ncbi.nlm.nih.gov/gene/6774|http://www.ncbi.nlm.nih.gov/gene/6776
CDK4|CDK4|CDK4|CDK4|http://www.ncbi.nlm.nih.gov/gene/1019|http://www.ncbi.nlm.nih.gov/gene/1019
CCND1|CCND1|CCND1|CCND1|http://www.ncbi.nlm.nih.gov/gene/2305|http://www.ncbi.nlm.nih.gov/gene/2305
CCND2|CCND2|CCND2|CCND2|http://www.ncbi.nlm.nih.gov/gene/894|http://www.ncbi.nlm.nih.gov/gene/894
